sample_id,dataset,question,gold_answer,model_prediction,scalar_confidence,self_reported_confidence,failure_family,image_path
vizwiz_val_000083,VizWiz,Which one of the three images is the Google logo?,unanswerable,google y,0.624,0.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000083.jpg
vizwiz_val_000084,VizWiz,IS there a picture on this tv screen?,yes,no,0.836,,none,data/VizWiz/Images/val/VizWiz_val_00000084.jpg
vizwiz_val_000085,VizWiz,please explain what is on this piece of paper,stress advertisement,unanswerable,0.866,,none,data/VizWiz/Images/val/VizWiz_val_00000085.jpg
vizwiz_val_000088,VizWiz,Is there a button I need to press to make it resume? Or do I just wait?,unanswerable,wait,0.815,0.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000088.jpg
vizwiz_val_000089,VizWiz,What does the screen say?,file,unanswerable,0.895,,none,data/VizWiz/Images/val/VizWiz_val_00000089.jpg
vizwiz_val_000091,VizWiz,What does the small label on this disc say?,prop quartics inc,prop of quartics inc,0.854,,none,data/VizWiz/Images/val/VizWiz_val_00000091.jpg
vizwiz_val_000093,VizWiz,"Is this picture clear, and where are we now?",no,unanswerable,0.874,,none,data/VizWiz/Images/val/VizWiz_val_00000093.jpg
vizwiz_val_000095,VizWiz,Can you see what's on the screen?,no,unanswerable,0.854,,none,data/VizWiz/Images/val/VizWiz_val_00000095.jpg
vizwiz_val_000099,VizWiz,"Alright. If you could tell what the screen says, that would be helpful, thank you",iniciar el escaneo de,unanswerable,0.956,,none,data/VizWiz/Images/val/VizWiz_val_00000099.jpg
vizwiz_val_000100,VizWiz,Can you see the dosage information? Thank you.,no,unanswerable,0.822,,none,data/VizWiz/Images/val/VizWiz_val_00000100.jpg
vizwiz_val_000102,VizWiz,"this is a picture of a home i'm planning to buy, does it look like its in a safe neighborhood?",no,unanswerable,0.845,,none,data/VizWiz/Images/val/VizWiz_val_00000102.jpg
vizwiz_val_000105,VizWiz,Has the text on the screen changed?,unanswerable,no,0.851,,answerability,data/VizWiz/Images/val/VizWiz_val_00000105.jpg
vizwiz_val_000108,VizWiz,What does this screen say?,expanding windows files,unanswerable,0.933,,none,data/VizWiz/Images/val/VizWiz_val_00000108.jpg
vizwiz_val_000111,VizWiz,what is this,unanswerable,blurry,0.752,,answerability,data/VizWiz/Images/val/VizWiz_val_00000111.jpg
vizwiz_val_000112,VizWiz,Please describe this page. Thank you.,store ad,unanswerable,0.760,,none,data/VizWiz/Images/val/VizWiz_val_00000112.jpg
vizwiz_val_000114,VizWiz,Is it impossible for you to read the captcha image in this picture? Thanks.,no,unanswerable,0.913,,none,data/VizWiz/Images/val/VizWiz_val_00000114.jpg
vizwiz_val_000115,VizWiz,What is this?,chest,sunburn,0.745,,none,data/VizWiz/Images/val/VizWiz_val_00000115.jpg
vizwiz_val_000117,VizWiz,Please tell me the name of this book.,unanswerable,live cussler,0.746,,answerability,data/VizWiz/Images/val/VizWiz_val_00000117.jpg
vizwiz_val_000122,VizWiz,What is this item?,mexican steak marinade,hot sauce,0.749,,none,data/VizWiz/Images/val/VizWiz_val_00000122.jpg
vizwiz_val_000123,VizWiz,"Yeah, it should be fine, I'm just trying to post it online so someone can see all the inputs and con",yes,unanswerable,0.917,,none,data/VizWiz/Images/val/VizWiz_val_00000123.jpg
vizwiz_val_000125,VizWiz,Can you tell me what this is a picture of?,computer screen,unanswerable,0.786,,none,data/VizWiz/Images/val/VizWiz_val_00000125.jpg
vizwiz_val_000127,VizWiz,What does the screen say?,windows 7 home premium,unanswerable,0.895,,none,data/VizWiz/Images/val/VizWiz_val_00000127.jpg
vizwiz_val_000130,VizWiz,"Can you see a bottle in this picture? And if so, what is it?",no,yes,0.777,,none,data/VizWiz/Images/val/VizWiz_val_00000130.jpg
vizwiz_val_000132,VizWiz,What does this message say?,restoration complete,unanswerable,0.955,,none,data/VizWiz/Images/val/VizWiz_val_00000132.jpg
vizwiz_val_000133,VizWiz,Can you tell us what this screen says? Thanks.,next,unanswerable,0.947,,none,data/VizWiz/Images/val/VizWiz_val_00000133.jpg
vizwiz_val_000134,VizWiz,What is this?,computer screen,laptop,0.760,,none,data/VizWiz/Images/val/VizWiz_val_00000134.jpg
vizwiz_val_000135,VizWiz,Can you please tell me what is displayed on the screen?,startup repair,unanswerable,0.945,,none,data/VizWiz/Images/val/VizWiz_val_00000135.jpg
vizwiz_val_000136,VizWiz,Tell me what this screen says because the computers not functioning properly and it gave another sou,printer not responding,unanswerable,0.926,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000136.jpg
vizwiz_val_000137,VizWiz,What is on this piece of paper?  Thank you.,sales ad,unanswerable,0.693,,none,data/VizWiz/Images/val/VizWiz_val_00000137.jpg
vizwiz_val_000138,VizWiz,What does this say?What does this say?,medicare inquiry center,unanswerable,0.865,,none,data/VizWiz/Images/val/VizWiz_val_00000138.jpg
vizwiz_val_000139,VizWiz,What does this message say?,restoration complete,unanswerable,0.963,,none,data/VizWiz/Images/val/VizWiz_val_00000139.jpg
vizwiz_val_000140,VizWiz,Can you please describe to me what's on the page and its orientation? Thank you,sideways car sales ad,unanswerable,0.700,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000140.jpg
vizwiz_val_000144,VizWiz,What does this say?  Thank you.,your computer at risk,unanswerable,0.940,,none,data/VizWiz/Images/val/VizWiz_val_00000144.jpg
vizwiz_val_000147,VizWiz,Can you tell what's on this paper?,no,unanswerable,0.888,,none,data/VizWiz/Images/val/VizWiz_val_00000147.jpg
vizwiz_val_000149,VizWiz,What is this?,bar code,phone,0.540,,none,data/VizWiz/Images/val/VizWiz_val_00000149.jpg
vizwiz_val_000154,VizWiz,What does this coupon say on it?,buy 1 pizza at menu price receive 1 pizza equal lesser value free expires 12 31 11,buy one pizza at menu price & receive one pizza of equal or lesser value free,0.890,,none,data/VizWiz/Images/val/VizWiz_val_00000154.jpg
vizwiz_val_000155,VizWiz,Is this piece of mail?,unanswerable,yes,0.772,,answerability,data/VizWiz/Images/val/VizWiz_val_00000155.jpg
vizwiz_val_000156,VizWiz,Can you tell what I'm playing?,angry birds,unanswerable,0.761,,none,data/VizWiz/Images/val/VizWiz_val_00000156.jpg
vizwiz_val_000157,VizWiz,"Yes, can you please tell me what this screen says? I seem to have an error booting up my computer.",american megatrends,unanswerable,0.927,,none,data/VizWiz/Images/val/VizWiz_val_00000157.jpg
vizwiz_val_000158,VizWiz,What is this?,unanswerable,meat,0.837,,answerability,data/VizWiz/Images/val/VizWiz_val_00000158.jpg
vizwiz_val_000159,VizWiz,Help me with this capture.,casithwo,unanswerable,0.956,,none,data/VizWiz/Images/val/VizWiz_val_00000159.jpg
vizwiz_val_000160,VizWiz,Can you give me an idea of what's on the screen? Thank you.,links to sites,unanswerable,0.827,,none,data/VizWiz/Images/val/VizWiz_val_00000160.jpg
vizwiz_val_000162,VizWiz,What does this say?,scan was completed,unanswerable,0.937,,none,data/VizWiz/Images/val/VizWiz_val_00000162.jpg
vizwiz_val_000165,VizWiz,What does the top of this pamphlet say?,college area breadth requirement,unanswerable,0.929,,none,data/VizWiz/Images/val/VizWiz_val_00000165.jpg
vizwiz_val_000170,VizWiz,What color is this skirt?,blue,unanswerable,0.912,,none,data/VizWiz/Images/val/VizWiz_val_00000170.jpg
vizwiz_val_000171,VizWiz,What is the TV channel?,unanswerable,news,0.752,,answerability,data/VizWiz/Images/val/VizWiz_val_00000171.jpg
vizwiz_val_000172,VizWiz,What's on this channel?,sports game,maple leafs @ rangers,0.743,,none,data/VizWiz/Images/val/VizWiz_val_00000172.jpg
vizwiz_val_000173,VizWiz,clouds in the sky look like,white,unanswerable,0.645,,none,data/VizWiz/Images/val/VizWiz_val_00000173.jpg
vizwiz_val_000174,VizWiz,What does the screen say?,lenovo pop up unreadable,unanswerable,0.949,,none,data/VizWiz/Images/val/VizWiz_val_00000174.jpg
vizwiz_val_000175,VizWiz,What does the text on this say?,asking for personal information on form,unanswerable,0.960,,none,data/VizWiz/Images/val/VizWiz_val_00000175.jpg
vizwiz_val_000176,VizWiz,What's going on on the computer screen?,just blue green screen,unanswerable,0.939,,none,data/VizWiz/Images/val/VizWiz_val_00000176.jpg
vizwiz_val_000178,VizWiz,What does this cartoon look like? Thank you.,black white 2 men facing each other,unanswerable,0.929,,none,data/VizWiz/Images/val/VizWiz_val_00000178.jpg
vizwiz_val_000183,VizWiz,Is there text or any identifying identification on this side of the card?,no,unanswerable,0.827,,none,data/VizWiz/Images/val/VizWiz_val_00000183.jpg
vizwiz_val_000184,VizWiz,Is it more in focus now?,no,yes,0.792,,none,data/VizWiz/Images/val/VizWiz_val_00000184.jpg
vizwiz_val_000193,VizWiz,"Can you please tell me what's on this page, and it's orientation? Thank you.",beckham,unanswerable,0.803,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000193.jpg
vizwiz_val_000195,VizWiz,What does the screen on my TV say?,starz,unanswerable,0.892,,none,data/VizWiz/Images/val/VizWiz_val_00000195.jpg
vizwiz_val_000196,VizWiz,What is this a picture of?,woman,person,0.563,,none,data/VizWiz/Images/val/VizWiz_val_00000196.jpg
vizwiz_val_000197,VizWiz,Can you please tell me the 1-800 number on this card?,1 877 328 9677,unanswerable,0.900,,none,data/VizWiz/Images/val/VizWiz_val_00000197.jpg
vizwiz_val_000201,VizWiz,Can you read this seven day forecast and write it out in the app so I can use voice over to read it?,yes,unanswerable,0.896,,none,data/VizWiz/Images/val/VizWiz_val_00000201.jpg
vizwiz_val_000215,VizWiz,Please identify what's on the screen.,windows installation,unanswerable,0.914,,none,data/VizWiz/Images/val/VizWiz_val_00000215.jpg
vizwiz_val_000216,VizWiz,Ok.  This is a picture with a different angle.  Do you see another an id number now with the RT syst,no,unanswerable,0.853,,none,data/VizWiz/Images/val/VizWiz_val_00000216.jpg
vizwiz_val_000217,VizWiz,What is the person doing?,working on computer,sitting,0.760,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000217.jpg
vizwiz_val_000221,VizWiz,"Hi, what do you see in the screen?",file storage sizes,unanswerable,0.930,,none,data/VizWiz/Images/val/VizWiz_val_00000221.jpg
vizwiz_val_000229,VizWiz,Please tell me about this calendar?,october,unanswerable,0.858,,none,data/VizWiz/Images/val/VizWiz_val_00000229.jpg
vizwiz_val_000231,VizWiz,Just curious to see whether you could read what was on the computer screen. Just testing this applic,no,unanswerable,0.944,,none,data/VizWiz/Images/val/VizWiz_val_00000231.jpg
vizwiz_val_000232,VizWiz,Is it possible then that we have a blank screen? If so this may mean that something is happening.,no,yes,0.853,,none,data/VizWiz/Images/val/VizWiz_val_00000232.jpg
vizwiz_val_000233,VizWiz,What is playing on this channel?,unanswerable,baseball,0.730,,answerability,data/VizWiz/Images/val/VizWiz_val_00000233.jpg
vizwiz_val_000234,VizWiz,Can you tell us what the screen says?,windows 7 home premium dell,unanswerable,0.897,,none,data/VizWiz/Images/val/VizWiz_val_00000234.jpg
vizwiz_val_000236,VizWiz,Is there any change to the monitor?,need to click restart for driver to be installed,no,0.800,,none,data/VizWiz/Images/val/VizWiz_val_00000236.jpg
vizwiz_val_000238,VizWiz,Is this?,socks,yes,0.741,,none,data/VizWiz/Images/val/VizWiz_val_00000238.jpg
vizwiz_val_000239,VizWiz,is this?,computer,yes,0.789,,none,data/VizWiz/Images/val/VizWiz_val_00000239.jpg
vizwiz_val_000240,VizWiz,Can you please tell me what's on screen? Thank you.,reboot disk check screen,unanswerable,0.949,,none,data/VizWiz/Images/val/VizWiz_val_00000240.jpg
vizwiz_val_000241,VizWiz,Please tell me what the title of this book is? Thank you for your time.,clive cussler dirk cussler,unanswerable,0.925,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000241.jpg
vizwiz_val_000242,VizWiz,Computer screen showing?,yes,text,0.513,,none,data/VizWiz/Images/val/VizWiz_val_00000242.jpg
vizwiz_val_000243,VizWiz,Please tell us what the screen says on the computer.,checking file system,unanswerable,0.924,,none,data/VizWiz/Images/val/VizWiz_val_00000243.jpg
vizwiz_val_000244,VizWiz,Which one of the three images is the Google logo?,unanswerable,google,0.547,0.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000244.jpg
vizwiz_val_000248,VizWiz,What does the label say on this electronic component?,seagate,unanswerable,0.922,,none,data/VizWiz/Images/val/VizWiz_val_00000248.jpg
vizwiz_val_000252,VizWiz,What does this paper say?,pump,unanswerable,0.881,,none,data/VizWiz/Images/val/VizWiz_val_00000252.jpg
vizwiz_val_000258,VizWiz,"OK, lets try this again and see if this works. Do you see any kind of an ID number here that would t",yes,unanswerable,0.942,,none,data/VizWiz/Images/val/VizWiz_val_00000258.jpg
vizwiz_val_000259,VizWiz,What does this say?,if application doesnt respond for while select name click force quit,unanswerable,0.953,,none,data/VizWiz/Images/val/VizWiz_val_00000259.jpg
vizwiz_val_000261,VizWiz,What is the computer screen showing?,audio driver,unanswerable,0.852,,none,data/VizWiz/Images/val/VizWiz_val_00000261.jpg
vizwiz_val_000262,VizWiz,"Can you tell me the 1-800 number off this card, and are you able to hear this question?",1 877 328 9677,unanswerable,0.884,,none,data/VizWiz/Images/val/VizWiz_val_00000262.jpg
vizwiz_val_000264,VizWiz,What does this say?,shower curtain,unanswerable,0.915,,none,data/VizWiz/Images/val/VizWiz_val_00000264.jpg
vizwiz_val_000265,VizWiz,What color has the light?,red,white,0.776,,none,data/VizWiz/Images/val/VizWiz_val_00000265.jpg
vizwiz_val_000267,VizWiz,What is this item?,box,book,0.816,,none,data/VizWiz/Images/val/VizWiz_val_00000267.jpg
vizwiz_val_000269,VizWiz,What does this computer screen say?,unable to start,unanswerable,0.925,,none,data/VizWiz/Images/val/VizWiz_val_00000269.jpg
vizwiz_val_000271,VizWiz,Is this?,unanswerable,yes,0.730,,answerability,data/VizWiz/Images/val/VizWiz_val_00000271.jpg
vizwiz_val_000272,VizWiz,"Can you please tell me what's on the screen? And if there's anything I need to interact with, which ",windows 7 homechoose country time currency keyboard layout,unanswerable,0.877,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000272.jpg
vizwiz_val_000273,VizWiz,What is this?,tablet,box,0.643,,none,data/VizWiz/Images/val/VizWiz_val_00000273.jpg
vizwiz_val_000274,VizWiz,What kind of piano appears in the image I am sending?,baby grand,mini,0.545,,none,data/VizWiz/Images/val/VizWiz_val_00000274.jpg
vizwiz_val_000275,VizWiz,I have two questions for you. What is the name of this game and what platform can you play it on?,mlb show ps3,unanswerable,0.804,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000275.jpg
vizwiz_val_000277,VizWiz,Can you tell me what the computer screen is saying? Windows is not booting.,starting repairs,unanswerable,0.937,,none,data/VizWiz/Images/val/VizWiz_val_00000277.jpg
vizwiz_val_000278,VizWiz,tell me if there's text what it says on computer screen please.,startup repair,unanswerable,0.893,,none,data/VizWiz/Images/val/VizWiz_val_00000278.jpg
vizwiz_val_000284,VizWiz,"The computer is now on, is Windows coming up",no,yes,0.871,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000284.jpg
vizwiz_val_000291,VizWiz,"Looking for properties to rent in my area, what is the condition of the house shown in the image?",bad,unanswerable,0.868,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000291.jpg
vizwiz_val_000295,VizWiz,Don't know what the screen says.,web photos,unanswerable,0.971,,none,data/VizWiz/Images/val/VizWiz_val_00000295.jpg
vizwiz_val_000296,VizWiz,What does this screen look like?,paper cup,unanswerable,0.951,,none,data/VizWiz/Images/val/VizWiz_val_00000296.jpg
vizwiz_val_000300,VizWiz,"Please can you tell me what this writing says on the picture that I've taken a photo of, thank you?",beat burglar,unanswerable,0.919,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000300.jpg
vizwiz_val_000306,VizWiz,Please tell what the title of this book is. Thank you for your time.,clive cussler,unanswerable,0.916,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000306.jpg
vizwiz_val_000309,VizWiz,Was I able to clear either of the mirrors of the OK button?,unanswerable,no,0.777,,answerability,data/VizWiz/Images/val/VizWiz_val_00000309.jpg
vizwiz_val_000310,VizWiz,Can you please tell me the ETA or progress that Scan Disk has completed so far? Thank you very much.,stage 4 5,unanswerable,0.958,,none,data/VizWiz/Images/val/VizWiz_val_00000310.jpg
vizwiz_val_000312,VizWiz,Has that brought those buttons into focus? I'm thinking that one of them might be a skip button.,yes,unanswerable,0.863,,none,data/VizWiz/Images/val/VizWiz_val_00000312.jpg
vizwiz_val_000317,VizWiz,I'm sorry I'm in the hospital and I'm trying to get this set up so that I can use it for accessibili,no items match your search,unanswerable,0.894,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000317.jpg
vizwiz_val_000319,VizWiz,There should be a skin of a document on the screen. Can you please tell me if that's true or not? Th,yes,unanswerable,0.922,,none,data/VizWiz/Images/val/VizWiz_val_00000319.jpg
vizwiz_val_000321,VizWiz,I'm trying to find the model number of this device.  It's probably PB10 or PB12 can you read the lab,pb12,unanswerable,0.866,,none,data/VizWiz/Images/val/VizWiz_val_00000321.jpg
vizwiz_val_000325,VizWiz,Can you tell me what this warning is?,changes,unanswerable,0.877,,none,data/VizWiz/Images/val/VizWiz_val_00000325.jpg
vizwiz_val_000326,VizWiz,just curious to see whether you could read what was on the computer screen just testing this applica,no,unanswerable,0.949,,none,data/VizWiz/Images/val/VizWiz_val_00000326.jpg
vizwiz_val_000327,VizWiz,is there text on this side of the car?,unanswerable,yes,0.897,,answerability,data/VizWiz/Images/val/VizWiz_val_00000327.jpg
vizwiz_val_000328,VizWiz,What is written on the screen?,free memo state phantom,unanswerable,0.946,,none,data/VizWiz/Images/val/VizWiz_val_00000328.jpg
vizwiz_val_000329,VizWiz,Can you tell us what this text says? Thank you.,set password for your account,unanswerable,0.856,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000329.jpg
vizwiz_val_000335,VizWiz,What is the computer screen showing?,blank screen,unanswerable,0.866,,none,data/VizWiz/Images/val/VizWiz_val_00000335.jpg
vizwiz_val_000336,VizWiz,Can you please tell me what the computer screen says?,your computer will restart several times during,unanswerable,0.963,,none,data/VizWiz/Images/val/VizWiz_val_00000336.jpg
vizwiz_val_000338,VizWiz,Can you read everything on my TV screen?,no,unanswerable,0.820,,none,data/VizWiz/Images/val/VizWiz_val_00000338.jpg
vizwiz_val_000340,VizWiz,"Tell me if there's text what it says on this computer screen, please?",startup repair,unanswerable,0.907,,none,data/VizWiz/Images/val/VizWiz_val_00000340.jpg
vizwiz_val_000341,VizWiz,What is written on the back of this sofa,boston,unanswerable,0.820,,none,data/VizWiz/Images/val/VizWiz_val_00000341.jpg
vizwiz_val_000342,VizWiz,Can you please describe this picture to me? Thank you.,cartoon,unanswerable,0.847,,none,data/VizWiz/Images/val/VizWiz_val_00000342.jpg
vizwiz_val_000343,VizWiz,What is on this page?,numbers,unanswerable,0.674,,none,data/VizWiz/Images/val/VizWiz_val_00000343.jpg
vizwiz_val_000345,VizWiz,What is on the monitor?,unanswerable,nothing,0.597,,answerability,data/VizWiz/Images/val/VizWiz_val_00000345.jpg
vizwiz_val_000347,VizWiz,What does my computer screen show?,youtube,unanswerable,0.824,,none,data/VizWiz/Images/val/VizWiz_val_00000347.jpg
vizwiz_val_000348,VizWiz,Is this computer actually on a state where it's still sorting itself out? And getting ready to boot?,already booted,unanswerable,0.849,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000348.jpg
vizwiz_val_000349,VizWiz,Can you read the screen? Thank you.,no,unanswerable,0.827,,none,data/VizWiz/Images/val/VizWiz_val_00000349.jpg
vizwiz_val_000350,VizWiz,"There are four sets of five numbers on this ticket, can you read them for me?",yes,unanswerable,0.903,,none,data/VizWiz/Images/val/VizWiz_val_00000350.jpg
vizwiz_val_000351,VizWiz,ok as requested i've moved my camera to the left and can you please tell me what the screen says tha,installing windows,unanswerable,0.884,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000351.jpg
vizwiz_val_000352,VizWiz,Hi there are 4 sets of 5 numbers on this ticket could you read them for me? Thanks.,yes,unanswerable,0.850,,none,data/VizWiz/Images/val/VizWiz_val_00000352.jpg
vizwiz_val_000355,VizWiz,What numbers are marked on this ticket?,04 35 36 42 50 01 02,unanswerable,0.893,,none,data/VizWiz/Images/val/VizWiz_val_00000355.jpg
vizwiz_val_000356,VizWiz,"Can you tell me what this medicine is, please?",night time,unanswerable,0.856,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000356.jpg
vizwiz_val_000358,VizWiz,"Can you tell by looking at this, at the label, what it is, I think it's a piece, a dvd in the mail.",yes,unanswerable,0.832,,none,data/VizWiz/Images/val/VizWiz_val_00000358.jpg
vizwiz_val_000359,VizWiz,can you tell what restaurant this is?,no,unanswerable,0.794,,none,data/VizWiz/Images/val/VizWiz_val_00000359.jpg
vizwiz_val_000360,VizWiz,Have I started the system restore? Thanks.,unanswerable,yes,0.789,,answerability,data/VizWiz/Images/val/VizWiz_val_00000360.jpg
vizwiz_val_000361,VizWiz,What is the name of this book?  Thank you.,unanswerable,live cussler,0.742,,answerability,data/VizWiz/Images/val/VizWiz_val_00000361.jpg
vizwiz_val_000362,VizWiz,Can you please describe to me what this picture looks like? Thank you.,turned sideways comic strip about ufo,unanswerable,0.845,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000362.jpg
vizwiz_val_000363,VizWiz,What is this item?,piggy bank,doll,0.823,,none,data/VizWiz/Images/val/VizWiz_val_00000363.jpg
vizwiz_val_000365,VizWiz,What does it say underneath windows cannot repair this system automatically? It says start something,unanswerable,startup repair,0.711,,answerability,data/VizWiz/Images/val/VizWiz_val_00000365.jpg
vizwiz_val_000366,VizWiz,What CD is this?,iphone ipad programming,learning tree,0.737,,none,data/VizWiz/Images/val/VizWiz_val_00000366.jpg
vizwiz_val_000369,VizWiz,What does this say?,unanswerable,sauce mix,0.926,,answerability,data/VizWiz/Images/val/VizWiz_val_00000369.jpg
vizwiz_val_000370,VizWiz,Could you tell me if I need to hit enter or can you actually tell if I need to do something else?,yes accept terms,unanswerable,0.902,,none,data/VizWiz/Images/val/VizWiz_val_00000370.jpg
vizwiz_val_000375,VizWiz,In this photo here is it showing me or the back facing camera? If its showing the back of the camera,back facing,unanswerable,0.967,,none,data/VizWiz/Images/val/VizWiz_val_00000375.jpg
vizwiz_val_000377,VizWiz,What text is on the screen?,system ntfs something needs to be checked for consistency something recommended,unanswerable,0.953,,none,data/VizWiz/Images/val/VizWiz_val_00000377.jpg
vizwiz_val_000380,VizWiz,What is this? What is this?,television,tv,0.821,,none,data/VizWiz/Images/val/VizWiz_val_00000380.jpg
