sample_id,dataset,question,gold_answer,model_prediction,scalar_confidence,self_reported_confidence,failure_family,image_path
hallusionbench_00165,HallusionBench,"According to the image, did the global death toll from earthquakes surpass 200,000 in any year betwe",no,yes,0.800,0.95,attribute,data/HallusionBench/hallusion_bench/VS/chart/15_2.png
hallusionbench_00169,HallusionBench,"According to the image, does DJI hold more than 50% of the commercial drone brand market share in 20",yes,no,0.836,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/16_1.png
hallusionbench_00172,HallusionBench,"According to the image, is the combined market share of Autel, FreeFly, Skydio, and Parrot greater t",yes,no,0.875,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/16_2.png
hallusionbench_00176,HallusionBench,"According to the image, is Mark Zuckerberg'swealth greater than Larry Ellison's on 13th March 2020?",no,yes,0.796,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/17_1.png
hallusionbench_00178,HallusionBench,"According to the image, was Elon Musk richer than Mark Zuckerberg, on January 10th, 2021?",yes,no,0.810,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/17_1.png
hallusionbench_00179,HallusionBench,"According to the image, is Mark Zuckerberg'swealth greater than Larry Ellison's on 13th March 2020?",no,yes,0.806,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/17_2.png
hallusionbench_00185,HallusionBench,"According to the image, in 2017, did Apple generate higher revenue from video games compared to Goog",yes,no,0.871,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/18_1.png
hallusionbench_00186,HallusionBench,"According to the image, in 2017, was Tencent the company with the highest revenue from video games, ",no,yes,0.812,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/18_2.png
hallusionbench_00191,HallusionBench,"According to the image, during the coronavirus pandemic from 2019 to 2022, were the most bankruptcy ",no,yes,0.827,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/19_1.png
hallusionbench_00192,HallusionBench,"According to the image, during the coronavirus pandemic from 2019 to 2022, were the most bankruptcy ",no,yes,0.904,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/19_2.png
hallusionbench_00196,HallusionBench,"According to the image, in 2020, did China have a larger population aged between 90 and 94 years tha",no,yes,0.821,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/20_1.png
hallusionbench_00198,HallusionBench,"According to the image, in 2020, did China have a larger population aged between 90 and 94 years tha",no,yes,0.833,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/20_2.png
hallusionbench_00203,HallusionBench,"According to the image, in 2018, did ""Avengers: Infinity War"" achieve the highest box office revenue",no,yes,0.899,0.9,attribute,data/HallusionBench/hallusion_bench/VS/chart/21_1.png
hallusionbench_00204,HallusionBench,"According to the image, in 2018, did ""Black Panther"" achieve the highest box office revenue in North",no,yes,0.804,1.0,attribute,data/HallusionBench/hallusion_bench/VS/chart/21_2.png
hallusionbench_00210,HallusionBench,"According to the metal number chart of 2008 beijng olympic, does USA have the most gold metals, foll",no,yes,0.854,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/0_1.png
hallusionbench_00211,HallusionBench,"According to the metal number chart of 2008 beijng olympic, does Russia have the most gold metals, f",no,yes,0.898,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/0_1.png
hallusionbench_00212,HallusionBench,"According to the metal number chart of 2008 beijng olympic, does China have the most gold metals, fo",no,yes,0.906,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/0_2.png
hallusionbench_00214,HallusionBench,"According to the metal number chart of 2008 beijng olympic, does Russia have the most gold metals, f",no,yes,0.890,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/0_2.png
hallusionbench_00218,HallusionBench,which country has the largest population growth rate in 2023,yes,equatorial guinea,0.763,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/1_1.png
hallusionbench_00219,HallusionBench,"In 2023, did Syria have higher population growth than South Sudan?",yes,no,0.848,0.95,attribute,data/HallusionBench/hallusion_bench/VS/table/1_1.png
hallusionbench_00220,HallusionBench,"In 2023, did Syria have higher population growth than United Kingdom?",yes,no,0.915,0.95,attribute,data/HallusionBench/hallusion_bench/VS/table/1_1.png
hallusionbench_00221,HallusionBench,"According to the table, which country has the largest population growth rate in 2023",yes,no,0.697,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/1_2.png
hallusionbench_00223,HallusionBench,"According to the table, In 2023, did Syria have higher population growth than United Kingdom?",yes,no,0.924,0.95,attribute,data/HallusionBench/hallusion_bench/VS/table/1_2.png
hallusionbench_00227,HallusionBench,"According to the table, which country in Europe has the higher GDP in 2021?",yes,germany,0.683,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/2_1.png
hallusionbench_00228,HallusionBench,"According to the table, in 2021, did Germany have the highest GDP?",yes,no,0.939,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/2_1.png
hallusionbench_00230,HallusionBench,"According to the table, which country in Europe has the higher GDP in 2021?",yes,country,0.639,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/2_2.png
hallusionbench_00232,HallusionBench,"According to the table, in 2021, did Germany have the highest GDP, followed by France and Italy?",no,yes,0.796,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/2_2.png
hallusionbench_00235,HallusionBench,"According to the table, in 2021, did Germany have the highest GDP, followed by France and Italy?",no,yes,0.843,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/2_3.png
hallusionbench_00241,HallusionBench,"According to the table, did Xiaomi have the largest smartphone market share in Q2 2020, followed by ",no,yes,0.819,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/3_1.png
hallusionbench_00243,HallusionBench,"According to the table, did Samsung sell most units of the smartphone in Q2 2020?",no,yes,0.808,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/3_2.png
hallusionbench_00244,HallusionBench,"According to the table, did Xiaomi have the largest smartphone market share in Q2 2020, followed by ",no,yes,0.819,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/3_2.png
hallusionbench_00248,HallusionBench,"According to the table, Which state in the United States has the average maximum temperature in 2021",yes,georgia,0.713,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/4_1.png
hallusionbench_00249,HallusionBench,"According to the table, According to the table, did Florida have the highest average maximum tempera",yes,no,0.880,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/4_1.png
hallusionbench_00251,HallusionBench,"According to the table, Which state in the United States has the average maximum temperature in 2021",no,florida,0.724,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/4_2.png
hallusionbench_00253,HallusionBench,"According to the table, did Florida have a higher average maximum temperature than Louisana?",no,yes,0.808,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/4_2.png
hallusionbench_00254,HallusionBench,"According to the table, Which state in the United States has the average maximum temperature in 2021",yes,georgia,0.746,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/4_3.png
hallusionbench_00256,HallusionBench,"According to the table, did Florida have a higher average maximum temperature than South Carolina?",no,yes,0.888,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/4_3.png
hallusionbench_00262,HallusionBench,"According to the image, which month has the highest percentage change in personal income in the Unit",yes,no,0.799,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/5_1.png
hallusionbench_00263,HallusionBench,"According to the table, Did January 2023 have a higher income percentage change than August 2023?",yes,no,0.851,0.95,attribute,data/HallusionBench/hallusion_bench/VS/table/5_1.png
hallusionbench_00264,HallusionBench,"According to the table, Did January 2023 have a lower income percentage change than August 2023?",no,yes,0.827,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/5_1.png
hallusionbench_00266,HallusionBench,"According to the image, which month has the highest percentage change in personal income in the Unit",yes,no,0.796,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/5_2.png
hallusionbench_00267,HallusionBench,"According to the table, Did January 2023 have a higher income percentage change than August 2023?",yes,no,0.858,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/5_2.png
hallusionbench_00268,HallusionBench,"According to the table, Did January 2023 have a lower income percentage change than August 2023?",no,yes,0.831,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/5_2.png
hallusionbench_00269,HallusionBench,"According to the image, which month has the lowest percentage change in personal income in the Unite",no,yes,0.783,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/5_3.png
hallusionbench_00272,HallusionBench,"According to the table, Did January 2023 have a lower income percentage change than August 2023?",no,yes,0.816,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/5_3.png
hallusionbench_00277,HallusionBench,"According to the table, does Shanghai have the most dense population in China in 2020?",yes,no,0.882,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/6_1.png
hallusionbench_00278,HallusionBench,"According to the table, does Beijing have the second most dense population in China in 2020?",yes,no,0.798,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/6_1.png
hallusionbench_00280,HallusionBench,"According to the table, does Zhejiang have the second most dense population in China in 2020?",no,yes,0.802,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/6_1.png
hallusionbench_00283,HallusionBench,"According to the table, does Shandong have the most dense population in China in 2020?",yes,no,0.952,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/6_2.png
hallusionbench_00285,HallusionBench,"According to the table, does Shanghai have the most dense population in China in 2020?",no,yes,0.814,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/6_3.png
hallusionbench_00286,HallusionBench,"According to the table, does Beijing have the second most dense population in China in 2020?",no,yes,0.814,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/6_3.png
hallusionbench_00287,HallusionBench,"According to the table, does Shandong have the most dense population in China in 2020?",yes,no,0.884,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/6_3.png
hallusionbench_00295,HallusionBench,"According to the table, is the number of gold medals of Norway 16 in winter Olympics in 2022?",yes,no,0.806,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/7_1.png
hallusionbench_00299,HallusionBench,"According to the table, is the number of all medals of China 15 in winter Olympics in 2022?",yes,no,0.862,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/7_1.png
hallusionbench_00301,HallusionBench,"According to the table, is the number of gold medals of Norway 16 in winter Olympics in 2022?",yes,no,0.915,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/7_2.png
hallusionbench_00302,HallusionBench,"According to the table, is the number of gold medals of Norway 9 in winter Olympics in 2022?",no,yes,0.814,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/7_2.png
hallusionbench_00305,HallusionBench,"According to the table, is the number of all medals of China 15 in winter Olympics in 2022?",yes,no,0.793,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/7_2.png
hallusionbench_00308,HallusionBench,"According to the table, is the number of gold medals of Norway 9 in winter Olympics in 2022?",yes,no,0.838,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/7_3.png
hallusionbench_00309,HallusionBench,"According to the table, is the number of gold medals of Germany 12 in winter Olympics in 2022?",yes,no,0.870,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/7_3.png
hallusionbench_00312,HallusionBench,"According to the table, is the number of all medals of China 37 in winter Olympics in 2022?",yes,no,0.850,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/7_3.png
hallusionbench_00326,HallusionBench,"Accroding to the information provided in the table, does Taylor Swift release the album ""Harry's Hou",yes,no,0.804,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/8_2.png
hallusionbench_00329,HallusionBench,"Accroding to the information provided in the table, does the album ""Proof"" have a sale of 422,000 in",yes,no,0.852,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/8_2.png
hallusionbench_00336,HallusionBench,"Accroding to the information provided in the table, does the album ""Proof"" have a sale of 1,818,000 ",yes,no,0.849,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/8_3.png
hallusionbench_00341,HallusionBench,"According to the table, does the UB group have the highest portion of the market share for beer acro",yes,no,0.909,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/9_1.png
hallusionbench_00344,HallusionBench,"According to the table, does the UB Group have the second highest portion of the market share for be",no,yes,0.818,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/9_1.png
hallusionbench_00346,HallusionBench,"According to the table, does the Carlsberg India have the highest portion of the market share for be",yes,no,0.943,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/9_2.png
hallusionbench_00347,HallusionBench,"According to the table, does the SABMiller India have the second highest portion of the market share",no,yes,0.880,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/9_2.png
hallusionbench_00357,HallusionBench,"According to this table, does China have the highest carbon dioxide emissions worldwide in 2010?",no,yes,0.842,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/10_2.png
hallusionbench_00358,HallusionBench,"According to this table, does US have the highest carbon dioxide emissions worldwide in 2010?",yes,no,0.896,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/10_2.png
hallusionbench_00359,HallusionBench,"According to this table, does Russia have the second highest carbon dioxide emissions worldwide in 2",yes,no,0.842,0.9,attribute,data/HallusionBench/hallusion_bench/VS/table/10_2.png
hallusionbench_00360,HallusionBench,"According to this table, is the carbon dioxide emission worldwide in 2010 the same for US and India?",yes,no,0.975,1.0,attribute,data/HallusionBench/hallusion_bench/VS/table/10_2.png
hallusionbench_00369,HallusionBench,"According to the map provided, is New Mexico state larger than Texas state?",yes,no,0.975,,attribute,data/HallusionBench/hallusion_bench/VS/map/0_2.png
hallusionbench_00370,HallusionBench,"According to the map provided, is Texas state larger than California state?",no,yes,0.870,0.9,attribute,data/HallusionBench/hallusion_bench/VS/map/0_2.png
hallusionbench_00371,HallusionBench,"According to the map provided, is New Mexico state larger than California state?",yes,no,0.967,,attribute,data/HallusionBench/hallusion_bench/VS/map/0_2.png
hallusionbench_00372,HallusionBench,"According to the map provided, is Montana state larger than New Mexico state?",no,yes,0.836,0.9,attribute,data/HallusionBench/hallusion_bench/VS/map/0_2.png
hallusionbench_00377,HallusionBench,"According to the map provided, among Arizona, Oklahoma, North Carolina, and Delaware on the map, is ",yes,no,0.796,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/1_1.png
hallusionbench_00382,HallusionBench,"According to the map provided, among Arizona, Oklahoma, North Carolina, and Delaware on the map, is ",yes,no,0.854,0.9,attribute,data/HallusionBench/hallusion_bench/VS/map/1_2.png
hallusionbench_00388,HallusionBench,"According to the map, does the prime meridian intersect the Pacific Ocean, Southern Ocean, and Arcti",no,yes,0.860,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/2_1.png
hallusionbench_00389,HallusionBench,"According to the map, does the prime meridian intersect the Atlantic Ocean, Southern Ocean, and Arct",no,yes,0.865,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/2_2.png
hallusionbench_00395,HallusionBench,"Based on the map, did the Democratic Party win Texas in the 2020 elections?",yes,no,0.916,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/3_2.png
hallusionbench_00396,HallusionBench,"Based on the map, did the Republic Party win Texas in the 2020 elections?",no,yes,0.827,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/3_2.png
hallusionbench_00405,HallusionBench,"Based on the map, are the Rocky Mountains located in North America?",no,yes,0.948,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/4_2.png
hallusionbench_00406,HallusionBench,"Based on the map, are the Rocky Mountains located in Asia?",yes,no,0.958,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/4_2.png
hallusionbench_00407,HallusionBench,"Based on the map, are the Himalayas Mountains located in North America?",yes,no,0.989,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/4_2.png
hallusionbench_00408,HallusionBench,"Based on the map, are the Himalayas Mountains located in Asia?",no,yes,0.906,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/4_2.png
hallusionbench_00413,HallusionBench,"According to the image, is Michigan the only U.S. state that shares a border with Lake Huron?",yes,no,0.896,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/5_1.png
hallusionbench_00416,HallusionBench,"According to the image, is New York the only U.S. state that shares a border with Lake Ontario?",yes,no,0.914,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/5_1.png
hallusionbench_00418,HallusionBench,"According to the image, is Michigan the only U.S. state that shares a border with Lake Ontario?",yes,no,0.895,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/5_2.png
hallusionbench_00419,HallusionBench,"According to the image, is New York the only U.S. state that shares a border with Lake Huron?",yes,no,0.921,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/5_2.png
hallusionbench_00425,HallusionBench,"According to the map, can I take the Red Line towards the Pentagon on the DC Metro system?",no,yes,0.886,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/6_1.png
hallusionbench_00427,HallusionBench,"According to the map, can I take the Blue Line towards the Pentagon on the DC Metro system?",no,yes,0.906,0.9,attribute,data/HallusionBench/hallusion_bench/VS/map/6_2.png
hallusionbench_00433,HallusionBench,"According to the image, is Miami the southernmost point of Florida?",no,yes,0.868,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/7_1.png
hallusionbench_00434,HallusionBench,"According to the image, is Key West the southernmost point of Florida?",no,yes,0.957,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/7_2.png
hallusionbench_00440,HallusionBench,"Based on the map, is Calvert County located to the east of Cecil County?",no,yes,0.838,0.9,attribute,data/HallusionBench/hallusion_bench/VS/map/8_1.png
hallusionbench_00441,HallusionBench,"Based on the map, is Kent County located to the north of Cecil County?",no,yes,0.814,0.9,attribute,data/HallusionBench/hallusion_bench/VS/map/8_1.png
hallusionbench_00442,HallusionBench,"Based on the map, is Charles County located to the south of Prince George's County?",no,yes,0.854,0.9,attribute,data/HallusionBench/hallusion_bench/VS/map/8_2.png
hallusionbench_00443,HallusionBench,"Based on the map, is Calvert County located to the east of Cecil County?",no,yes,0.823,0.9,attribute,data/HallusionBench/hallusion_bench/VS/map/8_2.png
hallusionbench_00448,HallusionBench,"According to the image, does Chile cover part of the Amazon Basin?",no,yes,0.879,0.9,attribute,data/HallusionBench/hallusion_bench/VS/map/9_1.png
hallusionbench_00449,HallusionBench,"According to the image, does Bolivia cover part of the Amazon Basin?",no,yes,0.977,0.9,attribute,data/HallusionBench/hallusion_bench/VS/map/9_2.png
hallusionbench_00450,HallusionBench,"According to the image, does Chile cover part of the Amazon Basin?",no,yes,0.880,0.9,attribute,data/HallusionBench/hallusion_bench/VS/map/9_2.png
hallusionbench_00453,HallusionBench,"According to the image, does the Oyashio Current flow from the south to the north, while the Kuroshi",no,yes,0.910,1.0,attribute,data/HallusionBench/hallusion_bench/VS/map/10_1.png
hallusionbench_00456,HallusionBench,"According to the image, does the Kuroshio Current flow through Russia?",yes,no,0.903,,attribute,data/HallusionBench/hallusion_bench/VS/map/10_2.png
hallusionbench_00459,HallusionBench,"According to the image, does π(pi) range from 3.1415926 to 3.1415927?",yes,no,0.821,1.0,attribute,data/HallusionBench/hallusion_bench/VS/ocr/0_1.png
hallusionbench_00465,HallusionBench,Is the formula in the image representative of the mass-energy equivalence concept in Einstein's theo,no,yes,0.855,1.0,attribute,data/HallusionBench/hallusion_bench/VS/ocr/1_2.png
hallusionbench_00469,HallusionBench,"According to the image, does the Euler's Number 'e' range from 2.71 to 2.72?",yes,no,0.835,1.0,attribute,data/HallusionBench/hallusion_bench/VS/ocr/2_1.png
hallusionbench_00473,HallusionBench,"According to the image, does the Euler's Number 'e' range from 2.70 to 2.71?",yes,no,0.831,1.0,attribute,data/HallusionBench/hallusion_bench/VS/ocr/2_2.png
hallusionbench_00478,HallusionBench,"According to the image, does the value of the square root of 2 range from 1.40 to 1.41?",no,yes,0.847,1.0,attribute,data/HallusionBench/hallusion_bench/VS/ocr/3_1.png
hallusionbench_00480,HallusionBench,"According to the image, does the value of the square root of 2 range from 1.42 to 1.43?",no,yes,0.849,0.9,attribute,data/HallusionBench/hallusion_bench/VS/ocr/3_1.png
