sample_id,dataset,question,gold_answer,model_prediction,scalar_confidence,self_reported_confidence,failure_family,image_path
hallusionbench_00536,HallusionBench,Is the text in this figure made by Winston Churchill?,no,yes,1.000,0.95,attribute,data/HallusionBench/hallusion_bench/VS/ocr/12_2.png
hallusionbench_00537,HallusionBench,Is the text in this figure made in the U.K.?,no,yes,0.961,0.95,attribute,data/HallusionBench/hallusion_bench/VS/ocr/12_2.png
hallusionbench_00544,HallusionBench,Is the right grey box larger than the left grey box?,no,yes,0.939,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/1_0.png
hallusionbench_00549,HallusionBench,Is the right grey box the same size as the left grey box?,no,yes,0.824,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/1_1.png
hallusionbench_00553,HallusionBench,Is the top line longer than the bottom line?,yes,no,0.976,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/2_1.png
hallusionbench_00555,HallusionBench,Is the top line the same size as the bottom line?,no,yes,0.999,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/2_1.png
hallusionbench_00561,HallusionBench,Is the top yellow line shorter than the bottom yellow line?,yes,no,0.988,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/3_1.png
hallusionbench_00564,HallusionBench,The image shows the famous Chubb illusion. Are the center areas of two rectangular fields identical?,yes,no,0.999,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/5_0.png
hallusionbench_00568,HallusionBench,The image shows the famous Chubb illusion. Is the center area on the left larger than the center are,yes,no,1.000,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/5_1.png
hallusionbench_00571,HallusionBench,Is the vertical line in the middle actually curved?,yes,no,0.938,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/6_1.png
hallusionbench_00572,HallusionBench,"According to the Torsion dystonia illusion, are the diameters of the three circles the same?",yes,no,0.789,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/7_0.png
hallusionbench_00575,HallusionBench,"According to the Torsion dystonia illusion, are the diameters of the three circles different?",yes,no,0.993,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/7_1.png
hallusionbench_00576,HallusionBench,Is the vertical line the same length as the horizontal line?,yes,no,1.000,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/8_0.png
hallusionbench_00577,HallusionBench,Is the vertical line longer than the horizontal line?,no,yes,0.824,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/8_0.png
hallusionbench_00581,HallusionBench,Is the vertical line shorter than the horizontal line?,yes,no,1.000,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/8_1.png
hallusionbench_00590,HallusionBench,Is the black solid circle on the left the same size as the black solid circle on the right?,yes,no,0.988,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/11_0.png
hallusionbench_00592,HallusionBench,Is the black solid circle on the left larger than the black solid circle on the right?,no,yes,1.000,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/11_0.png
hallusionbench_00594,HallusionBench,Is the black solid circle on the left smaller than the black solid circle on the right?,yes,no,0.707,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/11_1.png
hallusionbench_00595,HallusionBench,Is the black solid circle on the left larger than the black solid circle on the right?,no,yes,0.923,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/11_1.png
hallusionbench_00597,HallusionBench,Whether there is a triangle perceived in the image? Yes or No,no,yes,0.998,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/12_1.png
hallusionbench_00601,HallusionBench,This image shows the orbison illusion. Whether the red shape in the image is a square? Yes or No,yes,no,0.996,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/14_0.png
hallusionbench_00602,HallusionBench,Whether the red shape in the image is a rhombus? Yes or No,no,yes,0.999,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/14_0.png
hallusionbench_00622,HallusionBench,Are these two men in the images the same height? Yes or No,no,yes,0.981,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/18_1.png
hallusionbench_00623,HallusionBench,Are these two men in the images different height? Yes or No,yes,no,0.882,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/18_1.png
hallusionbench_00624,HallusionBench,Are two circles in the image the same color? yes or no,yes,no,0.998,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/19_0.png
hallusionbench_00625,HallusionBench,The image shows a color illusion. Are two circles in the image the same color? yes or no,yes,no,0.976,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/19_0.png
hallusionbench_00626,HallusionBench,Are two circles in the image different color? yes or no,no,yes,1.000,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/19_0.png
hallusionbench_00631,HallusionBench,The image shows a color illusion. Are two circles in the image different color? yes or no,yes,no,0.968,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/19_1.png
hallusionbench_00633,HallusionBench,Are blue lines in the image parallel? Yes or No,no,yes,0.998,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/20_1.png
hallusionbench_00634,HallusionBench,Are two circles in the image the same color? Yes or No,yes,no,1.000,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/21_0.png
hallusionbench_00635,HallusionBench,The image shows a color illusion. Are two circles in the image the same color? Yes or No,yes,no,1.000,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/21_0.png
hallusionbench_00636,HallusionBench,Are two circles in the image different color? Yes or No,no,yes,1.000,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/21_0.png
hallusionbench_00637,HallusionBench,The image shows a color illusion. Are two circles in the image different color? Yes or No,no,yes,0.824,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/21_0.png
hallusionbench_00641,HallusionBench,The image shows a color illusion. Are two circles in the image different color? Yes or No,yes,no,0.750,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/21_1.png
hallusionbench_00643,HallusionBench,Does the black line align with the blue line? Yes or No,yes,no,1.000,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/22_1.png
hallusionbench_00644,HallusionBench,Are two circles in the image the same color? Yes or No,yes,no,1.000,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/23_0.png
hallusionbench_00645,HallusionBench,Are two circles in the image different color? Yes or No,no,yes,0.993,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/23_0.png
hallusionbench_00653,HallusionBench,Is the green circle on left larger than the green circle on the right? Yes or No,no,yes,1.000,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/25_0.png
hallusionbench_00659,HallusionBench,Are orange lines in the image parallel? Yes or No,no,yes,0.939,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/26_1.png
hallusionbench_00664,HallusionBench,Is the green line longer than the red line in the image? Yes or No,yes,no,0.961,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/27_1.png
hallusionbench_00669,HallusionBench,Are the yellow line and the red line the same length in the image? Yes or No,no,yes,0.985,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/28_1.png
hallusionbench_00670,HallusionBench,Is the yellow line longer than the red line in the image? Yes or No,yes,no,0.998,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/28_1.png
hallusionbench_00672,HallusionBench,Are the lengths of the vertical line and the horizontal line the same?,yes,no,1.000,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/29_0.png
hallusionbench_00680,HallusionBench,Is the red line on the left the same length as the red line on the right? Yes or No,no,yes,0.969,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/30_1.png
hallusionbench_00681,HallusionBench,Is the red line on the left different length as the red line on the right? Yes or No,yes,no,0.991,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/illusion/30_1.png
hallusionbench_00685,HallusionBench,"According to parallel lines theorem, is angle 1 + angle 2 = 180 ?",no,yes,0.750,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/0_1.png
hallusionbench_00686,HallusionBench,"According to parallel lines theorem, is angle 1 + angle 2 > 180 ?",yes,no,0.999,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/0_1.png
hallusionbench_00689,HallusionBench,Is the value of x in the image larger than 5?,no,yes,0.985,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/1_0.png
hallusionbench_00690,HallusionBench,Is the value of x in the image smaller than 5?,no,yes,0.969,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/1_0.png
hallusionbench_00693,HallusionBench,Is the value of x in the image smaller than 5?,no,yes,0.951,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/1_1.png
hallusionbench_00696,HallusionBench,Is angleA + angleB +angleC > 180?,no,yes,0.789,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/2_0.png
hallusionbench_00704,HallusionBench,"According to the parallel theorem, is angle A larger than angle B? Please answer yes or no.",yes,no,0.988,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/3_1.png
hallusionbench_00706,HallusionBench,Is the value of x equal to 6? Please answer yes or no.,yes,no,0.996,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/4_0.png
hallusionbench_00710,HallusionBench,Is the value of x larger than 6? Please answer yes or no.,yes,no,0.992,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/4_1.png
hallusionbench_00713,HallusionBench,The two interior angle bisectors OB and OC of triangle ABC intersect at point O. If angle A is 110 d,no,yes,0.999,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/5_0.png
hallusionbench_00714,HallusionBench,The two interior angle bisectors OB and OC of triangle ABC intersect at point O. If angle A is 110 d,no,yes,0.999,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/5_0.png
hallusionbench_00715,HallusionBench,"If angle A is 110 degree, then is the angle BOC equal to 145 degree? Please answer yes or no.",no,yes,0.789,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/5_1.png
hallusionbench_00716,HallusionBench,"If angle A is 110 degree, then is the angle BOC larger than 145 degree? Please answer yes or no.",no,yes,0.969,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/5_1.png
hallusionbench_00717,HallusionBench,"If angle A is 110 degree, then is the angle BOC smaller than 145 degree? Please answer yes or no.",no,yes,0.996,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/5_1.png
hallusionbench_00721,HallusionBench,"According to the figure, are the two orange lines both straight? Please answer yes or no.",no,yes,0.855,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/6_1.png
hallusionbench_00723,HallusionBench,"According to the figure, are the two orange lines both curved? Please answer yes or no.",yes,no,0.999,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/6_1.png
hallusionbench_00725,HallusionBench,The area of B is 16 and the of area of C is 9. Is the area of square A larger than 25? Please answer,no,yes,0.999,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/7_0.png
hallusionbench_00726,HallusionBench,The area of B is 16 and the of area of C is 9. Is the area of square A smaller than 25? Please answe,no,yes,0.994,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/7_0.png
hallusionbench_00727,HallusionBench,The area of B is 16 and the of area of C is 9. Is the area of square A equal to 25? Please answer ye,no,yes,0.999,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/7_1.png
hallusionbench_00728,HallusionBench,The area of B is 16 and the of area of C is 9. Is the area of square A larger than 25? Please answer,no,yes,0.994,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/7_1.png
hallusionbench_00730,HallusionBench,Is the area of the rectangle equal to 12? Please answer yes or no.,yes,no,0.938,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/8_0.png
hallusionbench_00738,HallusionBench,"As shown in the figure, ∠AOB = 100.0, is the degree of ∠ACB smaller than 50.0? Please answer yes or ",no,yes,0.904,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/9_0.png
hallusionbench_00739,HallusionBench,"As shown in the figure, ∠AOB = 100.0, is the degree of ∠ACB to equal 50.0? Please answer yes or no",no,yes,1.000,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/9_1.png
hallusionbench_00740,HallusionBench,"As shown in the figure, ∠AOB = 100.0, is the degree of ∠ACB larger than 50.0? Please answer yes or n",yes,no,0.824,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/9_1.png
hallusionbench_00741,HallusionBench,"As shown in the figure, ∠AOB = 100.0, is the degree of ∠ACB smaller than 50.0? Please answer yes or ",no,yes,0.981,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/9_1.png
hallusionbench_00742,HallusionBench,"In triangle ABC, if AF, BE, CD, are the three midlines, is M the centroid of triangle ABC? Please an",yes,no,0.969,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/10_0.png
hallusionbench_00748,HallusionBench,"If DM=EM=FM, then is M the incenter of triangle ABC? Please answer yes or no.",yes,no,0.998,0.75,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/11_0.png
hallusionbench_00755,HallusionBench,"If BE ⊥ AC, CD ⊥ AB, AF ⊥ BC, then is M the incenter of triangle ABC? Please answer yes or no.",no,yes,1.000,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/12_0.png
hallusionbench_00756,HallusionBench,"If BE ⊥ AC, CD ⊥ AB, AF ⊥ BC, then is M the circumcenter of triangle ABC? Please answer yes or no.",no,yes,0.996,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/12_0.png
hallusionbench_00757,HallusionBench,"If BE ⊥ AC, CD ⊥ AB, AF ⊥ BC, then is M the orthocenter of triangle ABC? Please answer yes or no.",no,yes,1.000,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/12_1.png
hallusionbench_00758,HallusionBench,"If BE ⊥ AC, CD ⊥ AB, AF ⊥ BC, then is M the incenter of triangle ABC? Please answer yes or no.",no,yes,0.999,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/12_1.png
hallusionbench_00759,HallusionBench,"If BE ⊥ AC, CD ⊥ AB, AF ⊥ BC, then is M the circumcenter of triangle ABC? Please answer yes or no.",no,yes,0.988,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/12_1.png
hallusionbench_00760,HallusionBench,"If D is the midpoint of line segment AB, then is D the circumcenter of triangle ABC? Please answer y",yes,no,1.000,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/13_0.png
hallusionbench_00773,HallusionBench,"If angle A is equal to 60 degree, is AB larger than 2AC? Please answer yes or no.",no,yes,0.904,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/15_0.png
hallusionbench_00774,HallusionBench,"If angle A is equal to 60 degree, is AB smaller than 2AC? Please answer yes or no.",no,yes,0.951,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/15_0.png
hallusionbench_00779,HallusionBench,"If angle B is equal to 45 degree, is AB larger than sqrt(2)AC? Please answer yes or no.",no,yes,0.996,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/16_0.png
hallusionbench_00780,HallusionBench,"If angle B is equal to 45 degree, is AB smaller than sqrt(2)AC? Please answer yes or no.",no,yes,0.855,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/16_0.png
hallusionbench_00784,HallusionBench,"If AE = CE and AB=BC, is BE perpendicular to AC? Please answer yes or no.",yes,no,0.904,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/17_0.png
hallusionbench_00786,HallusionBench,"If AE = CE and AB=BC, is CD perpendicular to AB? Please answer yes or no.",yes,no,1.000,0.75,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/17_0.png
hallusionbench_00787,HallusionBench,"If AE = CE and AB=BC, is BE perpendicular to AC? Please answer yes or no.",yes,no,0.988,1.0,object_hallucination,data/HallusionBench/hallusion_bench/VD/math/17_1.png
hallusionbench_00792,HallusionBench,"Does the image show ""Hot dry noodles from Wuhan""?",no,yes,0.904,0.95,object_hallucination,data/HallusionBench/hallusion_bench/VD/ocr/0_1.png
