sample_id,dataset,question,gold_answer,model_prediction,scalar_confidence,self_reported_confidence,failure_family,image_path
vsr_dev_000100,VSR,The refrigerator is facing the bench.,true,false,0.945,0.95,spatial,data/VSR/train2017/000000540460.jpg
vsr_dev_000104,VSR,The chair is below the horse.,false,true,0.855,1.0,spatial,data/VSR/train2017/000000574717.jpg
vsr_dev_000107,VSR,The laptop is at the edge of the bench.,true,false,1.000,0.95,spatial,data/VSR/train2017/000000418107.jpg
vsr_dev_000109,VSR,The dog is far away from the horse.,true,false,1.000,1.0,spatial,data/VSR/train2017/000000300322.jpg
vsr_dev_000110,VSR,The motorcycle is behind the dog.,true,false,0.931,1.0,spatial,data/VSR/train2017/000000430245.jpg
vsr_dev_000113,VSR,The laptop is touching the bench.,true,false,0.961,1.0,spatial,data/VSR/train2017/000000299004.jpg
vsr_dev_000118,VSR,The chair is facing the laptop.,false,true,0.789,1.0,spatial,data/VSR/train2017/000000248643.jpg
vsr_dev_000122,VSR,The laptop is facing away from the chair.,true,false,0.945,1.0,spatial,data/VSR/train2017/000000131011.jpg
vsr_dev_000127,VSR,The laptop is above the chair.,true,false,1.000,1.0,spatial,data/VSR/train2017/000000402858.jpg
vsr_dev_000128,VSR,The laptop is on the bench.,false,true,0.996,1.0,spatial,data/VSR/train2017/000000054723.jpg
vsr_dev_000132,VSR,The dog is facing away from the horse.,true,false,1.000,1.0,spatial,data/VSR/val2017/000000049269.jpg
vsr_dev_000140,VSR,The motorcycle is facing the train.,true,false,0.993,1.0,spatial,data/VSR/train2017/000000187286.jpg
vsr_dev_000141,VSR,The train contains the laptop.,true,false,1.000,0.95,spatial,data/VSR/train2017/000000456730.jpg
vsr_dev_000144,VSR,The skateboard is in front of the dog.,true,false,0.904,1.0,spatial,data/VSR/train2017/000000450518.jpg
vsr_dev_000147,VSR,The dog is alongside the horse.,true,false,0.770,1.0,spatial,data/VSR/train2017/000000366811.jpg
vsr_dev_000148,VSR,The dog is opposite to the horse.,false,true,0.770,1.0,spatial,data/VSR/train2017/000000112830.jpg
vsr_dev_000149,VSR,The dog is by the frisbee.,false,true,0.931,1.0,spatial,data/VSR/train2017/000000352205.jpg
vsr_dev_000150,VSR,The bench is below the dog.,true,false,0.987,1.0,spatial,data/VSR/train2017/000000501054.jpg
vsr_dev_000151,VSR,The dog is at the right side of the motorcycle.,false,true,0.855,1.0,spatial,data/VSR/train2017/000000102763.jpg
vsr_dev_000152,VSR,The laptop is under the train.,true,false,0.996,1.0,spatial,data/VSR/train2017/000000253004.jpg
vsr_dev_000157,VSR,The chair is touching the handbag.,true,false,0.998,1.0,spatial,data/VSR/train2017/000000305224.jpg
vsr_dev_000158,VSR,The train is near the laptop.,true,false,0.995,1.0,spatial,data/VSR/train2017/000000531049.jpg
vsr_dev_000159,VSR,The zebra is left of the horse.,true,false,1.000,1.0,spatial,data/VSR/train2017/000000108871.jpg
vsr_dev_000164,VSR,The dog is facing the wine glass.,true,false,0.869,1.0,spatial,data/VSR/train2017/000000522288.jpg
vsr_dev_000166,VSR,The bench is below the dog.,false,true,0.994,1.0,spatial,data/VSR/train2017/000000124316.jpg
vsr_dev_000171,VSR,The laptop is on top of the bench.,false,true,0.993,1.0,spatial,data/VSR/train2017/000000412289.jpg
vsr_dev_000174,VSR,The laptop is facing the chair.,true,false,0.807,1.0,spatial,data/VSR/train2017/000000110123.jpg
vsr_dev_000175,VSR,The refrigerator is behind the dog.,true,false,0.999,1.0,spatial,data/VSR/val2017/000000446522.jpg
vsr_dev_000178,VSR,The bench is below the laptop.,true,false,0.973,1.0,spatial,data/VSR/train2017/000000476344.jpg
vsr_dev_000190,VSR,The dog is on top of the motorcycle.,false,true,0.999,1.0,spatial,data/VSR/train2017/000000189975.jpg
vsr_dev_000191,VSR,The chair is beneath the horse.,true,false,0.951,1.0,spatial,data/VSR/train2017/000000572358.jpg
vsr_dev_000206,VSR,The motorcycle is in front of the dog.,false,true,0.931,1.0,spatial,data/VSR/train2017/000000054744.jpg
vsr_dev_000208,VSR,The dog is beneath the bench.,true,false,0.983,1.0,spatial,data/VSR/train2017/000000360045.jpg
vsr_dev_000211,VSR,The dog is behind the bench.,true,false,0.789,1.0,spatial,data/VSR/train2017/000000370493.jpg
vsr_dev_000212,VSR,The dog is next to the laptop.,true,false,1.000,1.0,spatial,data/VSR/train2017/000000464871.jpg
vsr_dev_000214,VSR,The dog is alongside the horse.,false,true,0.992,1.0,spatial,data/VSR/train2017/000000300322.jpg
vsr_dev_000218,VSR,The dog is at the right side of the bench.,true,false,0.824,1.0,spatial,data/VSR/train2017/000000086754.jpg
vsr_dev_000219,VSR,The laptop is in front of the dog.,true,false,1.000,1.0,spatial,data/VSR/train2017/000000372919.jpg
vsr_dev_000222,VSR,The train is in front of the motorcycle.,true,false,1.000,1.0,spatial,data/VSR/val2017/000000376625.jpg
vsr_dev_000226,VSR,The laptop is in front of the refrigerator.,true,false,0.991,0.95,spatial,data/VSR/train2017/000000004731.jpg
vsr_dev_000232,VSR,The bench is at the right side of the refrigerator.,true,false,0.961,1.0,spatial,data/VSR/train2017/000000356648.jpg
vsr_dev_000233,VSR,The bench is under the dog.,true,false,0.969,1.0,spatial,data/VSR/train2017/000000046345.jpg
vsr_dev_000237,VSR,The refrigerator is facing the bench.,false,true,0.956,1.0,spatial,data/VSR/train2017/000000061826.jpg
vsr_dev_000241,VSR,The train is next to the laptop.,false,true,0.990,0.95,spatial,data/VSR/train2017/000000224670.jpg
vsr_dev_000242,VSR,The laptop is next to the refrigerator.,true,false,0.999,1.0,spatial,data/VSR/train2017/000000426911.jpg
vsr_dev_000243,VSR,The motorcycle is next to the dog.,false,true,0.988,1.0,spatial,data/VSR/train2017/000000017697.jpg
vsr_dev_000245,VSR,The dog is far from the bench.,true,false,0.729,0.95,spatial,data/VSR/train2017/000000548734.jpg
vsr_dev_000247,VSR,The train is on the laptop.,true,false,0.969,1.0,spatial,data/VSR/train2017/000000253004.jpg
vsr_dev_000251,VSR,The dog is facing the horse.,true,false,1.000,1.0,spatial,data/VSR/train2017/000000331503.jpg
vsr_dev_000255,VSR,The laptop is facing the chair.,true,false,1.000,1.0,spatial,data/VSR/train2017/000000066376.jpg
vsr_dev_000258,VSR,The dog is below the motorcycle.,false,true,0.997,1.0,spatial,data/VSR/train2017/000000251716.jpg
vsr_dev_000265,VSR,The dog is at the right side of the motorcycle.,true,false,0.904,1.0,spatial,data/VSR/train2017/000000054744.jpg
vsr_dev_000268,VSR,The laptop is beside the train.,true,false,0.973,1.0,spatial,data/VSR/train2017/000000531049.jpg
vsr_dev_000275,VSR,The chair is under the horse.,true,false,0.987,1.0,spatial,data/VSR/train2017/000000127576.jpg
vsr_dev_000296,VSR,The chair is behind the horse.,true,false,0.999,1.0,spatial,data/VSR/train2017/000000129072.jpg
vsr_dev_000299,VSR,The dog is close to the laptop.,true,false,0.988,0.95,spatial,data/VSR/train2017/000000074913.jpg
vsr_dev_000302,VSR,The refrigerator is at the back of the bench.,true,false,0.999,0.95,spatial,data/VSR/train2017/000000356648.jpg
vsr_dev_000303,VSR,The dog is above the bench.,true,false,0.983,1.0,spatial,data/VSR/train2017/000000092188.jpg
vsr_dev_000305,VSR,The laptop is in the train.,true,false,1.000,1.0,spatial,data/VSR/train2017/000000456730.jpg
vsr_dev_000309,VSR,The train is next to the laptop.,true,false,0.998,1.0,spatial,data/VSR/train2017/000000531049.jpg
vsr_dev_000314,VSR,The bench is touching the handbag.,true,false,0.969,1.0,spatial,data/VSR/train2017/000000560359.jpg
vsr_dev_000319,VSR,The skateboard is in front of the dog.,false,true,0.994,1.0,spatial,data/VSR/train2017/000000518613.jpg
vsr_dev_000322,VSR,The motorcycle is at the left side of the train.,true,false,0.973,1.0,spatial,data/VSR/train2017/000000281818.jpg
