sample_id,dataset,question,gold_answer,model_prediction,scalar_confidence,self_reported_confidence,failure_family,image_path
vizwiz_val_000102,VizWiz,"this is a picture of a home i'm planning to buy, does it look like its in a safe neighborhood?",no,unanswerable,0.997,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000102.jpg
vizwiz_val_000105,VizWiz,Has the text on the screen changed?,unanswerable,no,0.753,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000105.jpg
vizwiz_val_000107,VizWiz,Please tell me the title of this book. Thank you for your time.,unanswerable,live cussle,0.657,0.75,answerability,data/VizWiz/Images/val/VizWiz_val_00000107.jpg
vizwiz_val_000108,VizWiz,What does this screen say?,expanding windows files,installing windows,0.812,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000108.jpg
vizwiz_val_000114,VizWiz,Is it impossible for you to read the captcha image in this picture? Thanks.,no,unanswerable,0.998,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000114.jpg
vizwiz_val_000115,VizWiz,What is this?,chest,unanswerable,0.795,0.75,none,data/VizWiz/Images/val/VizWiz_val_00000115.jpg
vizwiz_val_000117,VizWiz,Please tell me the name of this book.,unanswerable,live cussler,0.721,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000117.jpg
vizwiz_val_000118,VizWiz,What does this say?,unanswerable,copyright 2004 by simon gifware,0.952,0.95,answerability,data/VizWiz/Images/val/VizWiz_val_00000118.jpg
vizwiz_val_000122,VizWiz,What is this item?,mexican steak marinade,bottle of sauce,0.686,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000122.jpg
vizwiz_val_000125,VizWiz,Can you tell me what this is a picture of?,computer screen,social media,0.640,0.85,none,data/VizWiz/Images/val/VizWiz_val_00000125.jpg
vizwiz_val_000130,VizWiz,"Can you see a bottle in this picture? And if so, what is it?",no,unanswerable,0.997,0.5,none,data/VizWiz/Images/val/VizWiz_val_00000130.jpg
vizwiz_val_000134,VizWiz,What is this?,computer screen,unanswerable,0.737,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000134.jpg
vizwiz_val_000137,VizWiz,What is on this piece of paper?  Thank you.,sales ad,fly fishing gear,0.759,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000137.jpg
vizwiz_val_000138,VizWiz,What does this say?What does this say?,medicare inquiry center,business reply mail,0.918,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000138.jpg
vizwiz_val_000140,VizWiz,Can you please describe to me what's on the page and its orientation? Thank you,sideways car sales ad,advertisement page,0.852,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000140.jpg
vizwiz_val_000141,VizWiz,What's in this jar please?,unanswerable,semolina,0.999,0.95,answerability,data/VizWiz/Images/val/VizWiz_val_00000141.jpg
vizwiz_val_000144,VizWiz,What does this say?  Thank you.,your computer at risk,your computer is at risk,0.975,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000144.jpg
vizwiz_val_000146,VizWiz,Hopefully you can see what this screen says.,unanswerable,utility manager,0.932,0.95,answerability,data/VizWiz/Images/val/VizWiz_val_00000146.jpg
vizwiz_val_000147,VizWiz,Can you tell what's on this paper?,no,unanswerable,0.999,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000147.jpg
vizwiz_val_000149,VizWiz,What is this?,bar code,laptop screen,0.972,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000149.jpg
vizwiz_val_000150,VizWiz,Can you please tell me what the computer screen says?  Thank you.,unanswerable,set network,0.570,0.95,answerability,data/VizWiz/Images/val/VizWiz_val_00000150.jpg
vizwiz_val_000154,VizWiz,What does this coupon say on it?,buy 1 pizza at menu price receive 1 pizza equal lesser value free expires 12 31 11,buy one pizza,0.682,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000154.jpg
vizwiz_val_000156,VizWiz,Can you tell what I'm playing?,angry birds,unanswerable,0.995,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000156.jpg
vizwiz_val_000157,VizWiz,"Yes, can you please tell me what this screen says? I seem to have an error booting up my computer.",american megatrends,unanswerable,0.812,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000157.jpg
vizwiz_val_000159,VizWiz,Help me with this capture.,casithwo,unanswerable,0.989,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000159.jpg
vizwiz_val_000160,VizWiz,Can you give me an idea of what's on the screen? Thank you.,links to sites,file explorer,0.855,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000160.jpg
vizwiz_val_000161,VizWiz,What is in this picture?,tv,"television, clock",0.522,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000161.jpg
vizwiz_val_000162,VizWiz,What does this say?,scan was completed,chkdsk output,0.849,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000162.jpg
vizwiz_val_000163,VizWiz,What is that word?,entsursa,ertsursa,0.724,0.3,none,data/VizWiz/Images/val/VizWiz_val_00000163.jpg
vizwiz_val_000164,VizWiz,Yeah what is this?,unanswerable,hair,0.692,0.95,answerability,data/VizWiz/Images/val/VizWiz_val_00000164.jpg
vizwiz_val_000165,VizWiz,What does the top of this pamphlet say?,college area breadth requirement,unanswerable,0.897,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000165.jpg
vizwiz_val_000166,VizWiz,What does this say?,unanswerable,azithromycin,0.877,0.95,answerability,data/VizWiz/Images/val/VizWiz_val_00000166.jpg
vizwiz_val_000169,VizWiz,What is in this can?,soda,unanswerable,0.783,0.3,none,data/VizWiz/Images/val/VizWiz_val_00000169.jpg
vizwiz_val_000170,VizWiz,What color is this skirt?,blue,unanswerable,1.000,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000170.jpg
vizwiz_val_000172,VizWiz,What's on this channel?,sports game,maple leafs,0.766,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000172.jpg
vizwiz_val_000173,VizWiz,clouds in the sky look like,white,scattered,0.792,0.85,none,data/VizWiz/Images/val/VizWiz_val_00000173.jpg
vizwiz_val_000174,VizWiz,What does the screen say?,lenovo pop up unreadable,unanswerable,0.782,0.75,none,data/VizWiz/Images/val/VizWiz_val_00000174.jpg
vizwiz_val_000175,VizWiz,What does the text on this say?,asking for personal information on form,unanswerable,0.795,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000175.jpg
vizwiz_val_000176,VizWiz,What's going on on the computer screen?,just blue green screen,unanswerable,0.903,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000176.jpg
vizwiz_val_000178,VizWiz,What does this cartoon look like? Thank you.,black white 2 men facing each other,unanswerable,0.781,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000178.jpg
vizwiz_val_000183,VizWiz,Is there text or any identifying identification on this side of the card?,no,unanswerable,0.995,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000183.jpg
vizwiz_val_000184,VizWiz,Is it more in focus now?,no,yes,0.937,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000184.jpg
vizwiz_val_000186,VizWiz,What is this CD?,technet subscription,windows server,0.966,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000186.jpg
vizwiz_val_000193,VizWiz,"Can you please tell me what's on this page, and it's orientation? Thank you.",beckham,unanswerable,0.759,0.85,none,data/VizWiz/Images/val/VizWiz_val_00000193.jpg
vizwiz_val_000196,VizWiz,What is this a picture of?,woman,unanswerable,0.711,0.75,none,data/VizWiz/Images/val/VizWiz_val_00000196.jpg
vizwiz_val_000197,VizWiz,Can you please tell me the 1-800 number on this card?,1 877 328 9677,1-800-735-2929,1.000,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000197.jpg
vizwiz_val_000198,VizWiz,Can you tell me what the screen says?,unanswerable,stopped working,0.775,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000198.jpg
vizwiz_val_000201,VizWiz,Can you read this seven day forecast and write it out in the app so I can use voice over to read it?,yes,"wed 100, thu 101, fri 100, sat 102, sun 101, mon 100, tue 100",0.984,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000201.jpg
vizwiz_val_000204,VizWiz,What does this CD say?,death cab for cutie codes keys,path cab for cutie codes and keys,0.893,0.85,none,data/VizWiz/Images/val/VizWiz_val_00000204.jpg
vizwiz_val_000211,VizWiz,"Can you please give me as much as possible as what you see on my computer screen, whether it's a Win",unanswerable,error message,0.833,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000211.jpg
vizwiz_val_000212,VizWiz,What  can you see on this screen?,unanswerable,web page,0.672,0.75,answerability,data/VizWiz/Images/val/VizWiz_val_00000212.jpg
vizwiz_val_000213,VizWiz,"Hi, thanks for letting me know this is start-up repair, might take awhile but I really want to try  ",unanswerable,advanced options,0.691,0.95,answerability,data/VizWiz/Images/val/VizWiz_val_00000213.jpg
vizwiz_val_000216,VizWiz,Ok.  This is a picture with a different angle.  Do you see another an id number now with the RT syst,no,unanswerable,1.000,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000216.jpg
vizwiz_val_000218,VizWiz,What do you see here?,unanswerable,barcode label,0.837,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000218.jpg
vizwiz_val_000221,VizWiz,"Hi, what do you see in the screen?",file storage sizes,software interface,0.847,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000221.jpg
vizwiz_val_000222,VizWiz,Can you please tell me the percentage or progress of the Windows 7 installation?,unanswerable,48%,0.986,0.95,answerability,data/VizWiz/Images/val/VizWiz_val_00000222.jpg
vizwiz_val_000225,VizWiz,What is on the screen?,disk icon,mac os x installer,0.717,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000225.jpg
vizwiz_val_000229,VizWiz,Please tell me about this calendar?,october,unanswerable,0.953,0.85,none,data/VizWiz/Images/val/VizWiz_val_00000229.jpg
vizwiz_val_000231,VizWiz,Just curious to see whether you could read what was on the computer screen. Just testing this applic,no,sign in,0.773,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000231.jpg
vizwiz_val_000232,VizWiz,Is it possible then that we have a blank screen? If so this may mean that something is happening.,no,unanswerable,0.807,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000232.jpg
vizwiz_val_000233,VizWiz,What is playing on this channel?,unanswerable,house crashers,0.978,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000233.jpg
vizwiz_val_000234,VizWiz,Can you tell us what the screen says?,windows 7 home premium dell,set up windows,0.933,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000234.jpg
vizwiz_val_000236,VizWiz,Is there any change to the monitor?,need to click restart for driver to be installed,unanswerable,0.964,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000236.jpg
vizwiz_val_000238,VizWiz,Is this?,socks,unanswerable,0.999,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000238.jpg
vizwiz_val_000239,VizWiz,is this?,computer,unanswerable,0.998,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000239.jpg
vizwiz_val_000240,VizWiz,Can you please tell me what's on screen? Thank you.,reboot disk check screen,unanswerable,0.949,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000240.jpg
vizwiz_val_000241,VizWiz,Please tell me what the title of this book is? Thank you for your time.,clive cussler dirk cussler,olive cussler,0.992,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000241.jpg
vizwiz_val_000242,VizWiz,Computer screen showing?,yes,command line,0.812,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000242.jpg
vizwiz_val_000243,VizWiz,Please tell us what the screen says on the computer.,checking file system,chkdsk 1s,0.834,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000243.jpg
vizwiz_val_000244,VizWiz,Which one of the three images is the Google logo?,unanswerable,google,0.818,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000244.jpg
vizwiz_val_000246,VizWiz,What does this message say?,unanswerable,no sim card,0.857,0.95,answerability,data/VizWiz/Images/val/VizWiz_val_00000246.jpg
vizwiz_val_000247,VizWiz,Can you tell me what this price tag says?,mission tortilla strips,unanswerable,0.971,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000247.jpg
vizwiz_val_000252,VizWiz,What does this paper say?,pump,unanswerable,0.986,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000252.jpg
vizwiz_val_000253,VizWiz,"I'm trying again, I moved the camera. Can you tell me who this piece of mail is from? Thank you.",unanswerable,clark p,0.909,0.85,answerability,data/VizWiz/Images/val/VizWiz_val_00000253.jpg
vizwiz_val_000256,VizWiz,What is this?,laptop,macbook pro,0.898,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000256.jpg
vizwiz_val_000258,VizWiz,"OK, lets try this again and see if this works. Do you see any kind of an ID number here that would t",yes,unanswerable,0.976,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000258.jpg
vizwiz_val_000260,VizWiz,what is this camera doing or this screen on this computer what is it saying now we just started it u,unanswerable,network monitor,0.510,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000260.jpg
vizwiz_val_000262,VizWiz,"Can you tell me the 1-800 number off this card, and are you able to hear this question?",1 877 328 9677,1-800-735-2929,0.994,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000262.jpg
vizwiz_val_000264,VizWiz,What does this say?,shower curtain,royal international,0.581,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000264.jpg
vizwiz_val_000265,VizWiz,What color has the light?,red,unanswerable,0.997,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000265.jpg
vizwiz_val_000267,VizWiz,What is this item?,box,unanswerable,0.744,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000267.jpg
vizwiz_val_000272,VizWiz,"Can you please tell me what's on the screen? And if there's anything I need to interact with, which ",windows 7 homechoose country time currency keyboard layout,windows setup,0.719,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000272.jpg
vizwiz_val_000274,VizWiz,What kind of piano appears in the image I am sending?,baby grand,unanswerable,0.727,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000274.jpg
vizwiz_val_000275,VizWiz,I have two questions for you. What is the name of this game and what platform can you play it on?,mlb show ps3,"mlb 10 show, ps3",0.882,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000275.jpg
vizwiz_val_000277,VizWiz,Can you tell me what the computer screen is saying? Windows is not booting.,starting repairs,startup repair,0.775,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000277.jpg
vizwiz_val_000282,VizWiz,What is this?,barcode,unanswerable,0.979,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000282.jpg
vizwiz_val_000284,VizWiz,"The computer is now on, is Windows coming up",no,yes,0.921,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000284.jpg
vizwiz_val_000291,VizWiz,"Looking for properties to rent in my area, what is the condition of the house shown in the image?",bad,dilapidated,0.948,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000291.jpg
vizwiz_val_000294,VizWiz,Can you please to describe to me in detail what this picture looks like? Thank you.,unanswerable,desktop screen,0.714,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000294.jpg
vizwiz_val_000295,VizWiz,Don't know what the screen says.,web photos,unanswerable,0.783,0.5,none,data/VizWiz/Images/val/VizWiz_val_00000295.jpg
vizwiz_val_000296,VizWiz,What does this screen look like?,paper cup,unanswerable,0.889,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000296.jpg
vizwiz_val_000297,VizWiz,Where is the white cup?,on table,top left,0.947,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000297.jpg
vizwiz_val_000298,VizWiz,Can you see a bottle in this picture and if so what is it?,no,unanswerable,0.999,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000298.jpg
vizwiz_val_000299,VizWiz,Is the same screen still up? Or did it change? I just--tried to hit finish.,unanswerable,same,0.564,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000299.jpg
vizwiz_val_000306,VizWiz,Please tell what the title of this book is. Thank you for your time.,clive cussler,olive cussler,0.992,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000306.jpg
vizwiz_val_000308,VizWiz,Can you please tell me in detail what's on this computer screen? Thank you very much.,unanswerable,startup repair,0.947,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000308.jpg
vizwiz_val_000310,VizWiz,Can you please tell me the ETA or progress that Scan Disk has completed so far? Thank you very much.,stage 4 5,stage 5,0.726,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000310.jpg
vizwiz_val_000312,VizWiz,Has that brought those buttons into focus? I'm thinking that one of them might be a skip button.,yes,unanswerable,0.997,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000312.jpg
vizwiz_val_000316,VizWiz,can you tell me what this is a picture of?,computer screen,software interface,0.708,0.85,none,data/VizWiz/Images/val/VizWiz_val_00000316.jpg
vizwiz_val_000317,VizWiz,I'm sorry I'm in the hospital and I'm trying to get this set up so that I can use it for accessibili,no items match your search,search results,0.985,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000317.jpg
vizwiz_val_000325,VizWiz,Can you tell me what this warning is?,changes,user account control,0.968,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000325.jpg
vizwiz_val_000326,VizWiz,just curious to see whether you could read what was on the computer screen just testing this applica,no,sign in,0.747,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000326.jpg
vizwiz_val_000327,VizWiz,is there text on this side of the car?,unanswerable,yes,0.853,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000327.jpg
vizwiz_val_000328,VizWiz,What is written on the screen?,free memo state phantom,unanswerable,0.965,0.2,none,data/VizWiz/Images/val/VizWiz_val_00000328.jpg
vizwiz_val_000329,VizWiz,Can you tell us what this text says? Thank you.,set password for your account,set up windows,0.937,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000329.jpg
vizwiz_val_000331,VizWiz,What is on the screen?,unanswerable,disk check,0.880,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000331.jpg
vizwiz_val_000332,VizWiz,I'm trying again.  I moved the camera.  Can you tell me where this piece of mail is from?  Thank you,unanswerable,clark p,0.770,0.85,answerability,data/VizWiz/Images/val/VizWiz_val_00000332.jpg
vizwiz_val_000335,VizWiz,What is the computer screen showing?,blank screen,blue screen,0.988,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000335.jpg
vizwiz_val_000338,VizWiz,Can you read everything on my TV screen?,no,dvr usage,0.715,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000338.jpg
vizwiz_val_000341,VizWiz,What is written on the back of this sofa,boston,unanswerable,0.977,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000341.jpg
vizwiz_val_000342,VizWiz,Can you please describe this picture to me? Thank you.,cartoon,unanswerable,0.895,0.75,none,data/VizWiz/Images/val/VizWiz_val_00000342.jpg
vizwiz_val_000343,VizWiz,What is on this page?,numbers,financial data,0.773,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000343.jpg
vizwiz_val_000344,VizWiz,I want to know what my screen says.,unanswerable,search dvd,0.959,0.85,answerability,data/VizWiz/Images/val/VizWiz_val_00000344.jpg
vizwiz_val_000345,VizWiz,What is on the monitor?,unanswerable,login screen,0.817,0.85,answerability,data/VizWiz/Images/val/VizWiz_val_00000345.jpg
vizwiz_val_000346,VizWiz,What does that say?,unanswerable,chapter coordin,0.691,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000346.jpg
vizwiz_val_000347,VizWiz,What does my computer screen show?,youtube,unanswerable,0.820,0.75,none,data/VizWiz/Images/val/VizWiz_val_00000347.jpg
vizwiz_val_000349,VizWiz,Can you read the screen? Thank you.,no,set up windows,0.798,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000349.jpg
vizwiz_val_000350,VizWiz,"There are four sets of five numbers on this ticket, can you read them for me?",yes,unanswerable,0.968,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000350.jpg
vizwiz_val_000352,VizWiz,Hi there are 4 sets of 5 numbers on this ticket could you read them for me? Thanks.,yes,unanswerable,0.982,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000352.jpg
vizwiz_val_000355,VizWiz,What numbers are marked on this ticket?,04 35 36 42 50 01 02,"4, 25, 36, 42, 50, 01, 02",0.898,0.95,none,data/VizWiz/Images/val/VizWiz_val_00000355.jpg
vizwiz_val_000358,VizWiz,"Can you tell by looking at this, at the label, what it is, I think it's a piece, a dvd in the mail.",yes,dvd mail,0.702,0.85,none,data/VizWiz/Images/val/VizWiz_val_00000358.jpg
vizwiz_val_000359,VizWiz,can you tell what restaurant this is?,no,unanswerable,1.000,0.1,none,data/VizWiz/Images/val/VizWiz_val_00000359.jpg
