sample_id,dataset,question,gold_answer,model_prediction,scalar_confidence,self_reported_confidence,failure_family,image_path
vizwiz_val_000061,VizWiz,What is this?,computer screen,unanswerable,0.655,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000061.jpg
vizwiz_val_000062,VizWiz,What website is this?,unanswerable,in-app purchase,0.775,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000062.jpg
vizwiz_val_000064,VizWiz,What is the person doing?,looking at computer,sitting,0.594,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000064.jpg
vizwiz_val_000072,VizWiz,what does the sky look like in this photograph,clear,cloudy,0.809,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000072.jpg
vizwiz_val_000077,VizWiz,What's on my computer screen?,pop up window,unanswerable,0.688,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000077.jpg
vizwiz_val_000078,VizWiz,"Can see what's on the screen, like is it a log in screen or anything like that? Thank you.",no,unanswerable,0.760,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000078.jpg
vizwiz_val_000079,VizWiz,What is this a medal for?,american cancer society,cancer survivor,0.673,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000079.jpg
vizwiz_val_000081,VizWiz,"Please tell me the title of this book, thank you for your time.",unanswerable,live and die,0.577,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000081.jpg
vizwiz_val_000084,VizWiz,IS there a picture on this tv screen?,yes,no,0.748,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000084.jpg
vizwiz_val_000085,VizWiz,please explain what is on this piece of paper,stress advertisement,unanswerable,0.659,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000085.jpg
vizwiz_val_000088,VizWiz,Is there a button I need to press to make it resume? Or do I just wait?,unanswerable,wait,0.825,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000088.jpg
vizwiz_val_000090,VizWiz,Is the dialogue more visible in that picture?,no,yes,0.625,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000090.jpg
vizwiz_val_000091,VizWiz,What does the small label on this disc say?,prop quartics inc,prop of quartics inc,0.688,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000091.jpg
vizwiz_val_000093,VizWiz,"Is this picture clear, and where are we now?",no,unanswerable,0.570,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000093.jpg
vizwiz_val_000095,VizWiz,Can you see what's on the screen?,no,yes,0.626,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000095.jpg
vizwiz_val_000097,VizWiz,Can you tell me if there's any local Seattle beers on this menu?,unanswerable,yes,0.685,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000097.jpg
vizwiz_val_000099,VizWiz,"Alright. If you could tell what the screen says, that would be helpful, thank you",iniciar el escaneo de,elija su senal,0.561,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000099.jpg
vizwiz_val_000105,VizWiz,Has the text on the screen changed?,unanswerable,no,0.748,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000105.jpg
vizwiz_val_000106,VizWiz,"Hi, can you give me the percentage of the scan disk? Thanks.",unanswerable,100%,0.619,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000106.jpg
vizwiz_val_000107,VizWiz,Please tell me the title of this book. Thank you for your time.,unanswerable,live and die,0.545,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000107.jpg
vizwiz_val_000108,VizWiz,What does this screen say?,expanding windows files,unanswerable,0.701,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000108.jpg
vizwiz_val_000112,VizWiz,Please describe this page. Thank you.,store ad,unanswerable,0.740,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000112.jpg
vizwiz_val_000114,VizWiz,Is it impossible for you to read the captcha image in this picture? Thanks.,no,unanswerable,0.852,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000114.jpg
vizwiz_val_000116,VizWiz,What does this arrow say?,unanswerable,ok,0.690,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000116.jpg
vizwiz_val_000117,VizWiz,Please tell me the name of this book.,unanswerable,live and die,0.504,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000117.jpg
vizwiz_val_000122,VizWiz,What is this item?,mexican steak marinade,hot sauce,0.707,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000122.jpg
vizwiz_val_000123,VizWiz,"Yeah, it should be fine, I'm just trying to post it online so someone can see all the inputs and con",yes,unanswerable,0.839,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000123.jpg
vizwiz_val_000124,VizWiz,What drink is this?,hint blackberry,berry juice,0.688,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000124.jpg
vizwiz_val_000125,VizWiz,Can you tell me what this is a picture of?,computer screen,unanswerable,0.713,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000125.jpg
vizwiz_val_000130,VizWiz,"Can you see a bottle in this picture? And if so, what is it?",no,yes,0.845,,none,data/VizWiz/Images/val/VizWiz_val_00000130.jpg
vizwiz_val_000132,VizWiz,What does this message say?,restoration complete,unanswerable,0.855,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000132.jpg
vizwiz_val_000133,VizWiz,Can you tell us what this screen says? Thanks.,next,unanswerable,0.709,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000133.jpg
vizwiz_val_000135,VizWiz,Can you please tell me what is displayed on the screen?,startup repair,unanswerable,0.744,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000135.jpg
vizwiz_val_000138,VizWiz,What does this say?What does this say?,medicare inquiry center,business reply mail,0.721,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000138.jpg
vizwiz_val_000139,VizWiz,What does this message say?,restoration complete,unanswerable,0.862,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000139.jpg
vizwiz_val_000140,VizWiz,Can you please describe to me what's on the page and its orientation? Thank you,sideways car sales ad,unanswerable,0.705,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000140.jpg
vizwiz_val_000144,VizWiz,What does this say?  Thank you.,your computer at risk,unanswerable,0.701,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000144.jpg
vizwiz_val_000149,VizWiz,What is this?,bar code,unanswerable,0.593,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000149.jpg
vizwiz_val_000154,VizWiz,What does this coupon say on it?,buy 1 pizza at menu price receive 1 pizza equal lesser value free expires 12 31 11,buy one pizza at menu price & receive one pizza of equal or lesser value free,0.915,,none,data/VizWiz/Images/val/VizWiz_val_00000154.jpg
vizwiz_val_000155,VizWiz,Is this piece of mail?,unanswerable,no,0.599,,answerability,data/VizWiz/Images/val/VizWiz_val_00000155.jpg
vizwiz_val_000156,VizWiz,Can you tell what I'm playing?,angry birds,unanswerable,0.728,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000156.jpg
vizwiz_val_000158,VizWiz,What is this?,unanswerable,package,0.552,,answerability,data/VizWiz/Images/val/VizWiz_val_00000158.jpg
vizwiz_val_000159,VizWiz,Help me with this capture.,casithwo,unanswerable,0.797,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000159.jpg
vizwiz_val_000160,VizWiz,Can you give me an idea of what's on the screen? Thank you.,links to sites,unanswerable,0.736,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000160.jpg
vizwiz_val_000162,VizWiz,What does this say?,scan was completed,unanswerable,0.810,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000162.jpg
vizwiz_val_000163,VizWiz,What is that word?,entsursa,unanswerable,0.761,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000163.jpg
vizwiz_val_000164,VizWiz,Yeah what is this?,unanswerable,paper,0.635,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000164.jpg
vizwiz_val_000165,VizWiz,What does the top of this pamphlet say?,college area breadth requirement,unanswerable,0.755,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000165.jpg
vizwiz_val_000169,VizWiz,What is in this can?,soda,coffee,0.751,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000169.jpg
vizwiz_val_000170,VizWiz,What color is this skirt?,blue,unanswerable,0.796,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000170.jpg
vizwiz_val_000172,VizWiz,What's on this channel?,sports game,hockey,0.577,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000172.jpg
vizwiz_val_000173,VizWiz,clouds in the sky look like,white,clouds,0.696,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000173.jpg
vizwiz_val_000174,VizWiz,What does the screen say?,lenovo pop up unreadable,unanswerable,0.849,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000174.jpg
vizwiz_val_000175,VizWiz,What does the text on this say?,asking for personal information on form,unanswerable,0.868,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000175.jpg
vizwiz_val_000176,VizWiz,What's going on on the computer screen?,just blue green screen,unanswerable,0.782,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000176.jpg
vizwiz_val_000178,VizWiz,What does this cartoon look like? Thank you.,black white 2 men facing each other,unanswerable,0.792,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000178.jpg
vizwiz_val_000179,VizWiz,Is this person attractive?,unanswerable,no,0.671,0.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000179.jpg
vizwiz_val_000182,VizWiz,Can you tell me what's on this screen please?  If at all readable or anything like that.,unanswerable,unreadable,0.758,0.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000182.jpg
vizwiz_val_000184,VizWiz,Is it more in focus now?,no,yes,0.733,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000184.jpg
vizwiz_val_000186,VizWiz,What is this CD?,technet subscription,unanswerable,0.537,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000186.jpg
vizwiz_val_000192,VizWiz,What is this?,tv,unanswerable,0.646,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000192.jpg
vizwiz_val_000193,VizWiz,"Can you please tell me what's on this page, and it's orientation? Thank you.",beckham,unanswerable,0.617,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000193.jpg
vizwiz_val_000195,VizWiz,What does the screen on my TV say?,starz,unanswerable,0.713,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000195.jpg
vizwiz_val_000196,VizWiz,What is this a picture of?,woman,person,0.643,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000196.jpg
vizwiz_val_000197,VizWiz,Can you please tell me the 1-800 number on this card?,1 877 328 9677,1-800-735-2929,0.858,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000197.jpg
vizwiz_val_000199,VizWiz,"There did I press the ok button I think?  And am I further along, thanks.",unanswerable,yes,0.511,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000199.jpg
vizwiz_val_000201,VizWiz,Can you read this seven day forecast and write it out in the app so I can use voice over to read it?,yes,unanswerable,0.625,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000201.jpg
vizwiz_val_000204,VizWiz,What does this CD say?,death cab for cutie codes keys,death cab for cuties,0.882,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000204.jpg
vizwiz_val_000211,VizWiz,"Can you please give me as much as possible as what you see on my computer screen, whether it's a Win",unanswerable,windows log on,0.542,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000211.jpg
vizwiz_val_000215,VizWiz,Please identify what's on the screen.,windows installation,unanswerable,0.615,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000215.jpg
vizwiz_val_000220,VizWiz,Looking for the time that this screen is trying to tell me. I'm trying to do a FileVault decryption.,unanswerable,1 minute,0.534,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000220.jpg
vizwiz_val_000221,VizWiz,"Hi, what do you see in the screen?",file storage sizes,unanswerable,0.632,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000221.jpg
vizwiz_val_000225,VizWiz,What is on the screen?,disk icon,icons,0.525,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000225.jpg
vizwiz_val_000229,VizWiz,Please tell me about this calendar?,october,unanswerable,0.814,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000229.jpg
vizwiz_val_000231,VizWiz,Just curious to see whether you could read what was on the computer screen. Just testing this applic,no,unanswerable,0.731,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000231.jpg
vizwiz_val_000232,VizWiz,Is it possible then that we have a blank screen? If so this may mean that something is happening.,no,yes,0.755,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000232.jpg
vizwiz_val_000233,VizWiz,What is playing on this channel?,unanswerable,house crashers,0.802,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000233.jpg
vizwiz_val_000234,VizWiz,Can you tell us what the screen says?,windows 7 home premium dell,set up windows,0.770,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000234.jpg
vizwiz_val_000236,VizWiz,Is there any change to the monitor?,need to click restart for driver to be installed,no,0.761,,none,data/VizWiz/Images/val/VizWiz_val_00000236.jpg
vizwiz_val_000237,VizWiz,"Alright, I found the input button. Now I'm wondering if I have to select something onscreen to chang",unanswerable,yes,0.624,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000237.jpg
vizwiz_val_000238,VizWiz,Is this?,socks,yes,0.766,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000238.jpg
vizwiz_val_000239,VizWiz,is this?,computer,yes,0.808,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000239.jpg
vizwiz_val_000240,VizWiz,Can you please tell me what's on screen? Thank you.,reboot disk check screen,unanswerable,0.684,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000240.jpg
vizwiz_val_000241,VizWiz,Please tell me what the title of this book is? Thank you for your time.,clive cussler dirk cussler,priority,0.550,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000241.jpg
vizwiz_val_000242,VizWiz,Computer screen showing?,yes,unanswerable,0.757,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000242.jpg
vizwiz_val_000243,VizWiz,Please tell us what the screen says on the computer.,checking file system,unanswerable,0.657,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000243.jpg
vizwiz_val_000246,VizWiz,What does this message say?,unanswerable,no 3g card installed,0.592,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000246.jpg
vizwiz_val_000248,VizWiz,What does the label say on this electronic component?,seagate,unanswerable,0.728,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000248.jpg
vizwiz_val_000249,VizWiz,Hi can you tell if this page has my boarding pass on it? Thanks.,unanswerable,no,0.732,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000249.jpg
vizwiz_val_000252,VizWiz,What does this paper say?,pump,unanswerable,0.785,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000252.jpg
vizwiz_val_000253,VizWiz,"I'm trying again, I moved the camera. Can you tell me who this piece of mail is from? Thank you.",unanswerable,clark p,0.577,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000253.jpg
vizwiz_val_000255,VizWiz,what is in this bottle and what is it?,unanswerable,water,0.827,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000255.jpg
vizwiz_val_000258,VizWiz,"OK, lets try this again and see if this works. Do you see any kind of an ID number here that would t",yes,unanswerable,0.699,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000258.jpg
vizwiz_val_000259,VizWiz,What does this say?,if application doesnt respond for while select name click force quit,unanswerable,0.835,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000259.jpg
vizwiz_val_000262,VizWiz,"Can you tell me the 1-800 number off this card, and are you able to hear this question?",1 877 328 9677,unanswerable,0.655,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000262.jpg
vizwiz_val_000264,VizWiz,What does this say?,shower curtain,unanswerable,0.748,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000264.jpg
vizwiz_val_000265,VizWiz,What color has the light?,red,white,0.643,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000265.jpg
vizwiz_val_000269,VizWiz,What does this computer screen say?,unable to start,unanswerable,0.798,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000269.jpg
vizwiz_val_000270,VizWiz,Please tell me the name of this book?,clive cussler dirk cussler,live and let die,0.587,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000270.jpg
vizwiz_val_000271,VizWiz,Is this?,unanswerable,yes,0.710,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000271.jpg
vizwiz_val_000272,VizWiz,"Can you please tell me what's on the screen? And if there's anything I need to interact with, which ",windows 7 homechoose country time currency keyboard layout,unanswerable,0.707,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000272.jpg
vizwiz_val_000273,VizWiz,What is this?,tablet,manual,0.658,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000273.jpg
vizwiz_val_000274,VizWiz,What kind of piano appears in the image I am sending?,baby grand,elephant,0.685,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000274.jpg
vizwiz_val_000277,VizWiz,Can you tell me what the computer screen is saying? Windows is not booting.,starting repairs,unanswerable,0.762,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000277.jpg
vizwiz_val_000284,VizWiz,"The computer is now on, is Windows coming up",no,yes,0.768,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000284.jpg
vizwiz_val_000287,VizWiz,I think I pressed the okay button. Am I further along on this here? Thank you.,unanswerable,yes,0.739,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000287.jpg
vizwiz_val_000291,VizWiz,"Looking for properties to rent in my area, what is the condition of the house shown in the image?",bad,unanswerable,0.864,,none,data/VizWiz/Images/val/VizWiz_val_00000291.jpg
vizwiz_val_000292,VizWiz,"Can you get up from your chair, walk across the room and slap Walter?",unanswerable,no,0.824,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000292.jpg
vizwiz_val_000295,VizWiz,Don't know what the screen says.,web photos,unanswerable,0.855,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000295.jpg
vizwiz_val_000296,VizWiz,What does this screen look like?,paper cup,unanswerable,0.798,0.0,none,data/VizWiz/Images/val/VizWiz_val_00000296.jpg
vizwiz_val_000300,VizWiz,"Please can you tell me what this writing says on the picture that I've taken a photo of, thank you?",beat burglar,unanswerable,0.740,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000300.jpg
vizwiz_val_000306,VizWiz,Please tell what the title of this book is. Thank you for your time.,clive cussler,priority,0.545,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000306.jpg
vizwiz_val_000309,VizWiz,Was I able to clear either of the mirrors of the OK button?,unanswerable,no,0.710,,answerability,data/VizWiz/Images/val/VizWiz_val_00000309.jpg
vizwiz_val_000310,VizWiz,Can you please tell me the ETA or progress that Scan Disk has completed so far? Thank you very much.,stage 4 5,unanswerable,0.730,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000310.jpg
vizwiz_val_000317,VizWiz,I'm sorry I'm in the hospital and I'm trying to get this set up so that I can use it for accessibili,no items match your search,unanswerable,0.809,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000317.jpg
vizwiz_val_000319,VizWiz,There should be a skin of a document on the screen. Can you please tell me if that's true or not? Th,yes,no,0.723,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000319.jpg
vizwiz_val_000325,VizWiz,Can you tell me what this warning is?,changes,unanswerable,0.787,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000325.jpg
vizwiz_val_000326,VizWiz,just curious to see whether you could read what was on the computer screen just testing this applica,no,unanswerable,0.747,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000326.jpg
vizwiz_val_000327,VizWiz,is there text on this side of the car?,unanswerable,yes,0.819,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000327.jpg
vizwiz_val_000328,VizWiz,What is written on the screen?,free memo state phantom,unanswerable,0.785,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000328.jpg
vizwiz_val_000329,VizWiz,Can you tell us what this text says? Thank you.,set password for your account,unanswerable,0.642,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000329.jpg
vizwiz_val_000332,VizWiz,I'm trying again.  I moved the camera.  Can you tell me where this piece of mail is from?  Thank you,unanswerable,"clark p.o. box 2880 vancouver, wa",0.637,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000332.jpg
vizwiz_val_000333,VizWiz,Does my computer screen need cleaning?,yes,no,0.698,,none,data/VizWiz/Images/val/VizWiz_val_00000333.jpg
vizwiz_val_000335,VizWiz,What is the computer screen showing?,blank screen,blue screen,0.503,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000335.jpg
vizwiz_val_000336,VizWiz,Can you please tell me what the computer screen says?,your computer will restart several times during,unanswerable,0.783,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000336.jpg
vizwiz_val_000338,VizWiz,Can you read everything on my TV screen?,no,yes,0.733,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000338.jpg
vizwiz_val_000339,VizWiz,Can you see which of this option is for booting into safe mode? Is it above or below the highlighted,unanswerable,above,0.653,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000339.jpg
vizwiz_val_000340,VizWiz,"Tell me if there's text what it says on this computer screen, please?",startup repair,unanswerable,0.700,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000340.jpg
vizwiz_val_000342,VizWiz,Can you please describe this picture to me? Thank you.,cartoon,unanswerable,0.709,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000342.jpg
vizwiz_val_000343,VizWiz,What is on this page?,numbers,table,0.529,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000343.jpg
vizwiz_val_000344,VizWiz,I want to know what my screen says.,unanswerable,"search dvd rw drive (e: (w: 75, p: 99)",0.614,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000344.jpg
vizwiz_val_000346,VizWiz,What does that say?,unanswerable,coordinating,0.562,1.0,answerability,data/VizWiz/Images/val/VizWiz_val_00000346.jpg
vizwiz_val_000347,VizWiz,What does my computer screen show?,youtube,unanswerable,0.755,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000347.jpg
vizwiz_val_000349,VizWiz,Can you read the screen? Thank you.,no,yes,0.723,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000349.jpg
vizwiz_val_000350,VizWiz,"There are four sets of five numbers on this ticket, can you read them for me?",yes,26 25 26 25 26,0.579,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000350.jpg
vizwiz_val_000351,VizWiz,ok as requested i've moved my camera to the left and can you please tell me what the screen says tha,installing windows,unanswerable,0.693,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000351.jpg
vizwiz_val_000352,VizWiz,Hi there are 4 sets of 5 numbers on this ticket could you read them for me? Thanks.,yes,26 22 24 11 11,0.545,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000352.jpg
vizwiz_val_000359,VizWiz,can you tell what restaurant this is?,no,unanswerable,0.738,0.9,none,data/VizWiz/Images/val/VizWiz_val_00000359.jpg
vizwiz_val_000360,VizWiz,Have I started the system restore? Thanks.,unanswerable,yes,0.873,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000360.jpg
vizwiz_val_000361,VizWiz,What is the name of this book?  Thank you.,unanswerable,live and die,0.629,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000361.jpg
vizwiz_val_000362,VizWiz,Can you please describe to me what this picture looks like? Thank you.,turned sideways comic strip about ufo,unanswerable,0.701,1.0,none,data/VizWiz/Images/val/VizWiz_val_00000362.jpg
vizwiz_val_000363,VizWiz,What is this item?,piggy bank,doll,0.893,,none,data/VizWiz/Images/val/VizWiz_val_00000363.jpg
vizwiz_val_000365,VizWiz,What does it say underneath windows cannot repair this system automatically? It says start something,unanswerable,start something,0.688,0.9,answerability,data/VizWiz/Images/val/VizWiz_val_00000365.jpg
